Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
Judge to hear Trump travel-ban case day before launch,"A federal judge in Maryland will hear arguments on President Trump's new travel ban the day before the measure is slated to take effect, offering the ban's opponents one of their last opportunities to block it. A federal judge in Hawaii also is slated to hear arguments at 3:30 p.m. Wednesday on whether he should immediately block Trump's order, which suspends the U.S. refugee program and temporarily bans issuing new visas to citizens of six...",1875986777,Newspapers," Zapotosky, Matt
Zapotosky
Matt
Matt Zapotosky"," American Civil Liberties Union--ACLU
541110
813311"," (Copyright The Washington Post Company, Mar 11, 2017)"," WPXXWP20170311JudgetohearTrumptravelbancasedaybeforeladd175406 , WPXXWP20170311JudgetohearTrumptravelbancasedaybeforeladd175406 , 7653 , PQ_7653_Mar112017", News," Mar 11, 2017",0190-8286, English, English, B.4," Washington, D.C.","Mar 11, 2017",The Washington Post,2017,https://search.proquest.com/docview/1875986777?accountid=14496,, B.4," Bans , Litigation , Iran , Maryland , Sudan , Somalia , Hawaii , Yemen , United States--US , Syria , Libya", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Judge+to+hear+Trump+travel-ban+case+day+before+launch&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Zapotosky%2C+Matt&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Trump template resonates in N.J., Va.","The former ""Saturday Night Live"" cast member best known for his impersonation of Frank Sinatra is ""very close"" to jumping into the New Jersey governor's race, inspired in part by his interactions with ""real Americans"" while on the campaign trail with Trump. Piscopo's possible bid reflects the maneuvering in New Jersey and Virginia - the two states with gubernatorial contests this year - by candidates from both parties, who are trying to capitalize on lessons learned from Trump's strong performance among working-class voters. Several Democrats in New Jersey and Virginia have taken on the mantle of issues championed by Sanders, such as raising the minimum wage to $15, making public colleges and universities free, and moving to a single-payer health-care system. Despite sagging job approval numbers nationally, Trump remains popular among the Republican base, so there's an incentive, analysts say, to play up similarities during competitive GOP primaries. New Jersey Lt. Gov. Kim Guadagno (R), who is seeking to succeed Christie, made no mention of Trump during a forum here hosted by a commercial real estate development association. Murphy has hardly ceded the progressive label to his challengers, pushing several issues that were part of Sanders's platform, including a $15...",1875986881,Newspapers," Wagner, John
John
John Wagner
Wagner
John Wagner"," Republican Party
813940 , Democratic Party
813940"," (Copyright The Washington Post Company, Mar 11, 2017)"," WPXXWP20170311TrumptemplateresonatesinNJVa95802f40 , WPXXWP20170311TrumptemplateresonatesinNJVa95802f40 , 7653 , PQ_7653_Mar112017", News," Mar 11, 2017",0190-8286, English, English, A.6," Washington, D.C.","Mar 11, 2017",The Washington Post,2017,https://search.proquest.com/docview/1875986881?accountid=14496,, A.6," Primaries & caucuses , Clergy , Political campaigns , Political appointments , Presidential elections , Candidates , Populism , Political advertising , Immigration , Wisniewski, John S , New Jersey , Sinatra, Frank , Virginia , Vermont , Trump, Donald J", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump+template+resonates+in+N.J.%2C+Va.&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Wagner%2C+John&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Gaining freedom - for a price,"In exchange for their freedom, immigrants sign contracts promising to pay Libre $420 per month while wearing the company's GPS devices.After he surrendered to Border Patrol agents in Texas and asked for asylum, ICE sent him to the Northwest Detention Center, a cavernous facility for detained immigrants in Tacoma, and set his bond at $7,500.An unprecedented immigration court backlog of more than 540,000 cases, fueled by the Central American refugee crisis and coupled with soaring immigration bond prices, means that many detainees eligible for bail choose between spending many months behind bars or paying Libre's fees. ""There is a devil behind the door to liberation,"" said Paromita Shah, associate director at the National Immigration Project of the National Lawyers Guild, an immigration rights group.Two lawsuits in California, including a class-action complaint filed last month, could bring new attention to the company's business practices and the control it wields over the lives of its clients.Jesus Escobar-Villalta, a 22-year-old asylum seeker from Honduras, said his GPS device began to bite into his ankle not long after his release from ICE custody.The company said in an email that its device was not to blame for his hospitalization and that ""if the client's hospital bill wasn't paid, it was because we never received a copy.""In Trump's capital, undocumented immigrants live and work in the shadow of the White House Rustic Camp David may be doomed with Trump as president Bill Dean throws wild Georgetown parties.",1875988177,Newspapers," Miller, Michael E
Miller
E
Michael
Michael E Miller",," (Copyright The Washington Post Company, Mar 11, 2017)"," WPXXWP20170311Gainingfreedomforaprice43abce9e , WPXXWP20170311Gainingfreedomforaprice43abce9e , 7653 , PQ_7653_Mar112017", News," Mar 11, 2017",0190-8286, English, English, A.1," Washington, D.C.","Mar 11, 2017",The Washington Post,2017,https://search.proquest.com/docview/1875988177?accountid=14496,, A.1," Immigration policy , Ankle , Detention centers , Political asylum , Employees , Border patrol , Aliens , Fees & charges , Breach of contract , California , Honduras , El Salvador", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Gaining+freedom+-+for+a+price&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Miller%2C+Michael+E&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"U.S. economy sees jobs spike of 235,0, report says","Unemployment drops to 4.7% in February; Fed is expected to raise rates The U.S. economy added a healthy 235,000 jobs in February, according to government data released Friday morning, surpassing economists' expectations and likely clearing the way for the Federal Reserve to raise interest rates this month. The release of February's unemployment data was widely seen as the final hurdle before the Federal Reserve's meeting on Tuesday and Wednesday, when the central bank is expected to announce a quarter-point increase in its benchmark interest rate. Trump's ambitious pledges to slash corporate taxes, cut regulations and boost spending on infrastructure have helped push stock markets to record highs in recent weeks. Yet some economists question whether other pledges - such as a federal workforce hiring freeze, a reduction in immigration and a more combative attitude toward international trade - could ultimately weigh on growth. [...]early legislative efforts, including repealing and replacing...",1875988370,Newspapers," Swanson, Ana
Ana
Ana Swanson
Swanson
Ana Swanson"," George Washington University
611310 , CME Group
523210 , Republican Party
813940 , Democratic Party
813940"," (Copyright The Washington Post Company, Mar 11, 2017)"," WPXXWP20170311USeconomyseesjobsspikeof2350reportsays80a745ba , WPXXWP20170311USeconomyseesjobsspikeof2350reportsays80a745ba , 7653 , PQ_7653_Mar112017", News," Mar 11, 2017",0190-8286, English, English, A.12," Washington, D.C.","Mar 11, 2017",The Washington Post,2017,https://search.proquest.com/docview/1875988370?accountid=14496,, A.12," Economists , Presidents , Interest rates , Employment , Stock exchanges , Brady, Kevin , United States--US , Spicer, Sean", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=U.S.+economy+sees+jobs+spike+of+235%2C0%2C+report+says&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Swanson%2C+Ana&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"As crises mount for U.N. chief, so do obstacles","[...]the world body's biggest donor, the United States, has a new government that is much more skeptical of foreign aid.Many people inside and outside the United Nations saw Guterres's predecessor, Ban Ki-moon, as reluctant to raise issues that might lead to tensions with world powers or implicate the United Nations.Akshaya Kumar, the deputy U.N. director at Human Rights Watch, said that Guterres ""has a responsibility to push the council to talk about things they are not ready to talk about,"" including human rights violations in Burma and the conflict in Yemen, where a U.S.-backed coalition led by Saudi Arabia is battling rebels.Guterres has come in for some criticism for his handling of the European refugee crisis that erupted in 2015, with aid groups and former U.N. officials saying his agency did not do enough to push for the resettlement of people fleeing war.The new U.N. leader has announced ambitious goals - streamlining the organization's bureaucracy, improving peacekeeping operations and focusing more on preventing conflict civilians, he said.In 1994, campaigning for prime minister, he described himself as a man of compassion, but his sharp debating skills earned him the nickname of the ""talking pickax."" ""Some of his students had no idea that their teacher was the former prime minister,"" said Antonio Vitorino, his former deputy prime minister.",1875989155,Newspapers," Sieff, Kevin
Sieff
Kevin
Kevin Sieff"," United Nations Foundation
523991"," (Copyright The Washington Post Company, Mar 11, 2017)"," WPXXWP20170311AscrisesmountforUNchiefsodoobstaclescfd47b6c , WPXXWP20170311AscrisesmountforUNchiefsodoobstaclescfd47b6c , 7653 , PQ_7653_Mar112017", News," Mar 11, 2017",0190-8286, English, English, A.1," Washington, D.C.","Mar 11, 2017",The Washington Post,2017,https://search.proquest.com/docview/1875989155?accountid=14496,, A.1," Famine , Political campaigns , Refugees , Dictators , Funding , Human rights , Foreign aid , Portugal , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=As+crises+mount+for+U.N.+chief%2C+so+do+obstacles&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Sieff%2C+Kevin&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"After Circling Warily, Trump and Merkel Prepare for a Meeting at the White House","Mr. Trump and Ms. Merkel are poles apart on issues like immigration and trade; they have circled each other warily since the American presidential election. When Mr. Trump first announced his temporary travel ban on people from seven predominantly Muslim countries in January, Ms. Merkel patiently explained to him over the phone that the Geneva Conventions oblige countries to protect refugees of war on humanitarian grounds. In their briefing on Friday, White House officials said they expected a ""robust"" exchange between Mr. Trump and Ms. Merkel on issues ranging from the European Union and the financing of NATO to trade and the campaign against the Islamic State. Hard-line ideological players, like Mr. Navarro and the chief strategist, Stephen K. Bannon, vie with more conventional, realist ones, like Gary D. Cohn, the director of the National Economic Council, and Lt. Gen. H. R. McMaster, the national security adviser. On Friday, another senior administration official who did not want to be identified conceded that point, saying that any new trade deal with Germany would have to be negotiated with the European Union. Questions about link between Mr. Trump's presidential campaign and Russia continue to hang over him, while Ms. Merkel is preparing...",1875999701,Newspapers," Landler, Mark
Landler
Mark
Mark Landler"," North Atlantic Treaty Organization--NATO
928120 , European Union
926110
928120"," Copyright New York Times Company Mar 11, 2017"," 836540-20170311 , 836540-20170311 , 7818 , PQ_7818_Mar112017", News," Mar 11, 2017",0362-4331, English, English, A.12," New York, N.Y.","Mar 11, 2017",New York Times,2017,https://search.proquest.com/docview/1875999701?accountid=14496,, A.12," Presidents , Exports , Trade agreements , International trade , Political leadership , Diplomacy , International relations-US , State visits , Foreign policy , United States--US , Germany , Putin, Vladimir , Europe , Trump, Donald J , Merkel, Angela",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=After+Circling+Warily%2C+Trump+and+Merkel+Prepare+for+a+Meeting+at+the+White+House%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Landler%2C+Mark&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Afghans Who Worked for U.S. Are Told Not to Apply for Visas,"Afghans who worked for the American military and government are being told that they cannot apply for special visas to the United States, even though Afghanistan is not among the countries listed in President Trump's new travel ban, according to advocates for Afghan refugees. Ms. Shaheen, along with Senator John McCain, Republican of Arizona, has been a strong advocate of the Special Immigrant Visa program, meant for Afghans who face the threat of reprisal for...",1875999749,Newspapers," Fahim Abed
Fahim Abed , Nordland, Rod
Nordland
Rod
Rod Nordland",," Copyright New York Times Company Mar 11, 2017"," 822841-20170311 , 822841-20170311 , 7818 , PQ_7818_Mar112017", News," Mar 11, 2017",0362-4331, English, English, A.11," New York, N.Y.","Mar 11, 2017",New York Times,2017,https://search.proquest.com/docview/1875999749?accountid=14496,, A.11," Refugees , Passports & visas , Diplomatic & consular services , Presidents , Foreign labor , Immigration policy , Bans , Travel , Muslims , United States--US , Afghanistan , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Afghans+Who+Worked+for+U.S.+Are+Told+Not+to+Apply+for+Visas%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Fahim+Abed%3BNordland%2C+Rod&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
TELEVISION REVIEW; Hard truths unfold; Modern slavery in its 'American' forms makes a potent narrative,"The family that runs the tomato farm has turned a blind eye to the inhumane practices carried out by its managers but has indirectly encouraged the poor treatment of pickers by continually cutting the bottom line in order to stay competitive. In addition to the farm story line, we meet several other characters in the first half of the series, including Kimara Walters (Regina King), a social worker who counsels teen prostitutes caught up in trafficking rings. Along the way, the eight-episode series folds in scenarios about a woman's right to choose, the toll corporate greed has taken on the lower economic rungs of society and how drug problems are perceived and discussed when they occur in the suburbs versus the inner city. [...]King's Kimara is supposed to be a veteran social worker but seems to be plodding through difficult situations for the first time, treading lightly in her effort to get troubled young people off the streets and into shelters and rehab programs. Creator Ridley makes a quick appearance in the first half of the series as a farm worker rights advocate, speaking at a meeting to raise awareness. There's no turning away from those hard truths in ""American...",1876000192,Newspapers," Ali, Lorraine
Lorraine
Lorraine Ali
Ali
LORRAINE ALI",," Copyright Los Angeles Times Mar 11, 2017"," 7683 , PQ_7683_Mar112017 , LATMLATM201703116035 , LATMLATM201703116035", Television Review," Mar 11, 2017",0458-3035, English, English, E.1," Los Angeles, Calif.","Mar 11, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1876000192?accountid=14496,, E.1," Food , Migrant workers , Slavery , Social workers , Mexico , Taylor, Lili , North Carolina , United States--US , King, Regina",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=TELEVISION+REVIEW%3B+Hard+truths+unfold%3B+Modern+slavery+in+its+%27American%27+forms+makes+a+potent+narrative&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=E.1&amp;au=Ali%2C+Lorraine&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"A foreign director's take; Pouria Heidary Oureh couldn't make it to Outfest Fusion, but his is a hopeful outlook.","Outfest Fusion, a Hollywood film festival dedicated to images of LGBTQ people of color, was supposed to be an occasion of joy for Tehran-born director Pouria Heidary Oureh. Heidary Oureh is one of a number of foreign-born filmmakers affected by the chill that's set in after President Trump's executive order barred travel to the U.S. from seven Muslim-majority countries -- reduced to six on Monday in a revised executive order that still includes Iran. What follows is an edited conversation with Heidary Oureh about becoming a filmmaker, about the travel ban, about expressions of support for immigrants from Hollywood figures, such as Meryl Streep, and his personal message for Trump. -- The good point about this law was that the kindness and love and altruism of the American people was proven to the world, and you created a support and bond between the people of the countries you banned from...",1876000230,Newspapers," Anderson, Tre'vell
Anderson
Tre'vell
Tre'vell Anderson"," Los Angeles Times
511110"," Copyright Los Angeles Times Mar 11, 2017"," 7683 , PQ_7683_Mar112017 , LATMLATM201703116040 , LATMLATM201703116040", General Information," Mar 11, 2017",0458-3035, English, English, E.2," Los Angeles, Calif.","Mar 11, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1876000230?accountid=14496,, E.2," Bans , Passports & visas , Motion picture directors & producers , Presidents , Executive orders , Festivals , Sudan , Somalia , Streep, Meryl , United States--US , Libya , Armenia , Iran , Yemen , Syria , Raed Saleh"," HEIDARY OUREH, POURIA , OUTFEST FUSION (FILM FESTIVAL)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+foreign+director%27s+take%3B+Pouria+Heidary+Oureh+couldn%27t+make+it+to+Outfest+Fusion%2C+but+his+is+a+hopeful+outlook.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=E.2&amp;au=Anderson%2C+Tre%27vell&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE NATION; Mississippi 'Dreamer' is released; Deportation order stands against the young woman arrested after speaking out.,"Immigrant and civil rights advocates celebrated Friday as Daniela Vargas, a Mississippi ""Dreamer"" who was detained by federal agents minutes after speaking at a news conference this month about her plight, was released from custody. At the beginning of the week, a coalition of civil rights and immigration attorneys filed...",1876000286,Newspapers," Jarvie, Jenny
Jarvie
Jenny
Jenny Jarvie",," Copyright Los Angeles Times Mar 11, 2017"," 7683 , PQ_7683_Mar112017 , LATMLATM201703116063 , LATMLATM201703116063", News," Mar 11, 2017",0458-3035, English, English, A.6," Los Angeles, Calif.","Mar 11, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1876000286?accountid=14496,, A.6," Immigration policy , Deportation , Attorneys , Civil rights , Federal court decisions , Enforcement , Aliens , Argentina , Los Angeles California , United States--US , Mississippi"," IMMIGRANTS , PRISONER RELEASES , DETENTION CENTERS , DEFERRED ACTION FOR CHILDHOOD ARRIVALS (GOVERNMENT PROGRAM)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+Mississippi+%27Dreamer%27+is+released%3B+Deportation+order+stands+against+the+young+woman+arrested+after+speaking+out.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Jarvie%2C+Jenny&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"JEWISH COMMUNITY; In Trump era, a call for solidarity is heard; Jewish coalition forms against president's travel ban, rhetoric.","Not since the 1960s, when Jewish leaders embraced the civil rights movement and denounced the Vietnam War, has there been such a galvanizing issue as this one, Chasen said.The Jewish coalition gathered signatures recently from more than 110 clergy members, L.A. County's entire Jewish state legislative delegation, seven current and former members of Congress, and 60 current and former elected and appointed officials, according to the coalition.The vandalism of Jewish cemeteries and recent bomb threats to Jewish centers in L.A. and other cities have heightened anxieties in the faith community, said David Myers, professor of Jewish history and former chairman of the UCLA history department.Trump's opening condemnation of anti-Semitic threats and hate crimes during his first address to a joint session of Congress in late February was welcomed, but long overdue, Rabbi Chasen said.",1876000331,Newspapers," Poston, Ben
Poston
Ben
Ben Poston"," Congress
921120"," Copyright Los Angeles Times Mar 11, 2017"," 7683 , PQ_7683_Mar112017 , LATMLATM201703116087 , LATMLATM201703116087", News," Mar 11, 2017",0458-3035, English, English, B.1," Los Angeles, Calif.","Mar 11, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1876000331?accountid=14496,, B.1," Clergy , Refugees , Rhetoric , Presidents , Threats , Jewish life & ethics , Populism , Jews , Iran , Los Angeles California , United States--US , Feuer, Mike"," TRUMP, DONALD J , LOS ANGELES , JEWS , POLITICAL ACTIVISM , COMMUNITY RELATIONS , POLITICS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=JEWISH+COMMUNITY%3B+In+Trump+era%2C+a+call+for+solidarity+is+heard%3B+Jewish+coalition+forms+against+president%27s+travel+ban%2C+rhetoric.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Poston%2C+Ben&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Hard truths unfold; Amid border controversies, 'Crime' seems well-timed","For two years, the series, with its stellar repeating cast and signature narrative intensity, has explored timely and provocative issues -- racism, homophobia, culture and class warfare -- with a humane directness rarely seen on network television. [...]Ridley, who won an Oscar for his screenplay adaptation of ""12 Years a Slave,"" is worried about how viewers will react to a third-season story line dealing with yet another heated controversy: illegal immigration. In one of this season's arcs, a father (Benito Martinez) travels illegally from Mexico to North Carolina in a search for his missing son and winds up employed at a tomato farm alongside other migrant workers dealing with deplorable conditions and meager pay. Cabral was nominated for an Emmy in the first season for his performance as a former gang member who becomes a prime suspect in a crime and played a computer hacker in Season 2. Jessup earned an Emmy nomination in the second season as the central figure in a story line about sexual assault.) Huffman, who was nominated for an Emmy for her work in both previous seasons of ""American Crime,"" portrays Jeanette Hesby, a naive woman who marries into the family that owns the tomato...",1876000336,Newspapers," Braxton, Greg
Braxton
Greg
Greg Braxton",," Copyright Los Angeles Times Mar 11, 2017"," 7683 , PQ_7683_Mar112017 , LATMLATM201703116036 , LATMLATM201703116036", General Information," Mar 11, 2017",0458-3035, English, English, E.1," Los Angeles, Calif.","Mar 11, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1876000336?accountid=14496,, E.1," Immigration policy , Screenplays , Sex crimes , Secondary schools , High school basketball , Television networks , Mexico , Taylor, Lili , North Carolina , United States--US , King, Regina", AMERICAN CRIME (TELEVISION PROGRAM),http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Hard+truths+unfold%3B+Amid+border+controversies%2C+%27Crime%27+seems+well-timed&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=E.1&amp;au=Braxton%2C+Greg&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"THE NATION; New sheriff tackles an old debate; Arizonans elected him as the anti-Arpaio, but he's walking a careful line on immigration.","Arizona's most populous county has been home to some of the nation's most spectacular clashes over the duties of police officers when it comes to immigrants, but those who imagined a white knight riding into the Sheriff's Office and vanquishing Arpaio's controversial legacy with a stroke of his pen are sure to be disappointed with Penzone's measured approach. A Democrat elected with 56% of the vote in November, Penzone, 49, got his first job in law enforcement as a Phoenix police officer, rising within the organization to the rank of sergeant, where he ran the department's program for anonymous tips. After narrowly losing to Arpaio in 2012, Penzone campaigned last year by attacking the department's shortcomings, highlighting investigations that found the Sheriff's Office had failed to investigate more than 400 reports of sex crimes. Penzone, as a former police officer who worked with anonymous witnesses, says his greatest fear is missing crimes because members of the Latino community are too afraid to call the Sheriff's Office, much less file a complaint with their names attached. Within his first 60 days, Penzone has said, he aims to bring the Sheriff's Office into line with modern-day law enforcement practices that Arpaio rejected,...",1876000440,Newspapers," Duara, Nigel
Duara
Nigel
Nigel Duara",," Copyright Los Angeles Times Mar 11, 2017"," 7683 , PQ_7683_Mar112017 , LATMLATM201703116064 , LATMLATM201703116064", News," Mar 11, 2017",0458-3035, English, English, A.6," Los Angeles, Calif.","Mar 11, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1876000440?accountid=14496,, A.6," Immigration policy , Sheriffs , Political activism , Prisons , Criminal investigations , Law enforcement , Sex crimes , Aliens , Arizona"," MARICOPA COUNTY (AZ) , SHERIFFS , IMMIGRATION , POLITICS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+New+sheriff+tackles+an+old+debate%3B+Arizonans+elected+him+as+the+anti-Arpaio%2C+but+he%27s+walking+a+careful+line+on+immigration.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-11&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Duara%2C+Nigel&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
