Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
A winning general picks a losing battle,"[...] he arrived, there often seemed to be dozens of wars going on, with every brigade commander trying to figure out the strategic goals of a campaign. [...] Petraeus took a much more humble stance, in which Iraqis were not told what to do and how and when to do it, but were asked their advice about what to do, and the best way to do it.",521299538,Newspapers," Ricks, Thomas E
Ricks
E
Thomas
Thomas E Ricks",,," Copyright The Washington Post Company Jun 27, 2010"," 2067390161 , 52999831 , 7653 , TWP , WPXX201006271339EA97", Commentary," Jun 27, 2010",0190-8286, English, English, B.4," Washington, D.C.","Jun 27, 2010",The Washington Post,2010,https://search.proquest.com/docview/521299538?accountid=14496,,,, B.4,," Iraq War-2003 , War , Military officers , Military strategy , United States--US , Afghanistan , Obama, Barack , McChrystal, Stanley A",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=A+winning+general+picks+a+losing+battle&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-06-27&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Ricks%2C+Thomas+E&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"A home they don't know; Students who came to the U.S. as kids face deportation, though Obama supports a plan to protect them.","Early one morning in March, two Chicago-area brothers were dozing on an Amtrak train when it stopped in Buffalo, N.Y. A pair of uniformed Border Patrol agents made their way through the car, asking passengers if they were U.S. citizens. Even though the president supports the Dream Act -- which would provide a path to citizenship for illegal immigrants brought here as children who enroll in college or the military -- his enforcement bureaucracy continues to pursue deportation cases against the increasing number of students who would be protected by it.",521361076,Newspapers," Dilanian, Ken
Dilanian
Ken
Ken Dilanian , Gorman, Anna
Gorman
Anna
Anna Gorman",,, (Copyright (c) 2010 Los Angeles Times)," 2067708061 , 53005801 , 7683 , ANGE , LATM100024596", News," Jun 28, 2010",0458-3035, English, English, A.1," Los Angeles, Calif.","Jun 28, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/521361076?accountid=14496,,,, A.1,," Aliens , Colleges & universities , Immigration policy , Deportation , United States--US , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+home+they+don%27t+know%3B+Students+who+came+to+the+U.S.+as+kids+face+deportation%2C+though+Obama+supports+a+plan+to+protect+them.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-06-28&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Dilanian%2C+Ken%3BGorman%2C+Anna&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Elian Gonzalez, now 16, training for military life",,521411296,Newspapers," Frank, Marc
Frank
Marc
Marc Frank , Reuters
Reuters",,, (Copyright 2010 by the Chicago Tribune)," 2067797651 , 53016241 , 7684 , CTRB , TRIB201006270235", News," Jun 28, 2010",1085-6706, English, English, 14," Chicago, Ill.","Jun 28, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/521411296?accountid=14496,,,, 14,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Elian+Gonzalez%2C+now+16%2C+training+for+military+life%3A+Cuban+boy+who+sparked+custody+battle+was+5+when+found+off+Florida+in+1999&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-06-28&amp;volume=&amp;issue=&amp;spage=14&amp;au=Frank%2C+Marc%3BReuters&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.K. Consults Businesses on Immigration Caps,"U.S. high-tech companies have long been critical of the limits, arguing that they hinder employers' ability to secure qualified workers and that the U.S. risks losing its competitive edge in technology as a result.",522152165,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2068195561 , 53003661 , 117310 , WSJO , WSJOWSJO39CE79923C0448C73EABFDEB929CAE0BSB10001424052748703279704575334902990322646", News," Jun 28, 2010",, English, English, n/a," New York, N.Y.","Jun 28, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/522152165?accountid=14496,,,, n/a,," Recruitment , Workers , Coalition governments , United Kingdom--UK",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.K.+Consults+Businesses+on+Immigration+Caps&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-06-28&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
THE NATION; KAGAN CONFIRMATION HEARING; Kagan pledges impartiality; The solicitor general's Supreme Court confirmation hearing opens. Republicans express their doubts.,"Republican members of the committee expressed doubts Monday whether Kagan, who was a White House official during the Clinton administration, could set aside her political views and approach cases objectively. Several Republicans mentioned an article Kagan wrote while a law professor in 1995, in which she labeled Supreme Court confirmation hearings a ""vapid and hollow charade,"" and they encouraged her to be frank about her political views.",522654664,Newspapers," Oliphant, James
Oliphant
James
James Oliphant",," Supreme Court-US
922110 , Senate-Judiciary, Committee on the
921120", (Copyright (c) 2010 Los Angeles Times)," 2068423291 , 53030251 , 7683 , ANGE , LATM100024679", News," Jun 29, 2010",0458-3035, English, English, A.7," Los Angeles, Calif.","Jun 29, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/522654664?accountid=14496,,,, A.7,," Hearings & confirmations , Judiciary , Kagan, Elena",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+KAGAN+CONFIRMATION+HEARING%3B+Kagan+pledges+impartiality%3B+The+solicitor+general%27s+Supreme+Court+confirmation+hearing+opens.+Republicans+express+their+doubts.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Oliphant%2C+James&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A huge word made small; 'Holocaust' is being demeaned in political and rhetoric and casual comparisons.,"The Holocaust was the story of ordinary Germans: students, doctors, men and women of culture, who were not demented, who listened to Bach and Beethoven, who loved their families, who were not diagnosed as psychopaths, but who, nonetheless for six years, rounded up men, women and children and escorted them to the gas chambers.",522675631,Newspapers," Hier, Marvin
Hier
Marvin
Marvin Hier",,, (Copyright (c) 2010 Los Angeles Times)," 2068422961 , 53030251 , 7683 , ANGE , LATM100024702", Commentary," Jun 29, 2010",0458-3035, English, English, A.15," Los Angeles, Calif.","Jun 29, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/522675631?accountid=14496,,,, A.15,," Rhetoric , Holocaust",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+huge+word+made+small%3B+%27Holocaust%27+is+being+demeaned+in+political+and+rhetoric+and+casual+comparisons.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Hier%2C+Marvin&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Justices extend rights of gun owners; The Supreme Court decision paves the way for challenges to state and local firearm restrictions.,"Gun ownership rights -- like free-speech rights -- are not absolute, and state and local governments retain the authority to enact reasonable gun-control laws, said Rick Garnett, a law professor at the University of Notre Dame. Justice Samuel A. Alito Jr., who wrote the opinion for the majority, said crime data from the Chicago Police Department ""reveal that the city's handgun murder rate has actually increased since the ban was enacted and that Chicago residents now face one of the highest murder rates in the country.""",522675817,Newspapers," Savage, David G
Savage
G
David
David G. Savage",," Supreme Court-US
922110", (Copyright (c) 2010 Los Angeles Times)," 2068423511 , 53030251 , 7683 , ANGE , LATM100024720", News," Jun 29, 2010",0458-3035, English, English, A.1," Los Angeles, Calif.","Jun 29, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/522675817?accountid=14496,,,, A.1,," Supreme Court decisions , Firearm laws & regulations",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Justices+extend+rights+of+gun+owners%3B+The+Supreme+Court+decision+paves+the+way+for+challenges+to+state+and+local+firearm+restrictions.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Savage%2C+David+G&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
VOICE OF THE PEOPLE,,522810067,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright 2010 by the Chicago Tribune)," 2068535551 , 53039241 , 7684 , CTRB , TRIB201006280505", Commentary," Jun 29, 2010",1085-6706, English, English, 14," Chicago, Ill.","Jun 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/522810067?accountid=14496,,,, 14,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=VOICE+OF+THE+PEOPLE&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=14&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Kagan promises to be impartial justice,"Kagan, tapped for the high court by President Barack Obama in May, told the Senate Judiciary Committee on the first day of her confirmation hearing that as a justice she would listen to arguments from all sides across every apparent political or ideological divide.",522810233,Newspapers," Oliphant, James
Oliphant
James
James Oliphant",," Supreme Court-US
922110 , Senate-Judiciary, Committee on the
921120", (Copyright 2010 by the Chicago Tribune)," 2068543181 , 53039241 , 7684 , CTRB , TRIB201006280602", News," Jun 29, 2010",1085-6706, English, English, 1.11," Chicago, Ill.","Jun 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/522810233?accountid=14496,,,, 11,," Nominations , Congressional committees , Hearings & confirmations , Kagan, Elena",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Kagan+promises+to+be+impartial+justice%3A+Senate+hearing+opens+with+Republicans+questioning+how+%27operative%27+would+rule&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=11&amp;au=Oliphant%2C+James&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Abuse suit against Vatican allowed; Rare step toward bringing Holy See into U.S. court,Legal analysts said the decision is a mixed verdict for the tobacco industry because it could expose tobacco companies to additional legal liability but prevents the Obama administration from seeking to recover $280 billion in past industry profits or $14 billion for a national campaign to curb smoking.\n,522810255,Newspapers," Markon, Jerry
Markon
Jerry
Jerry Markon",," Supreme Court-US
922110 , Roman Catholic Church
813110"," Copyright The Washington Post Company Jun 29, 2010"," 2068521651 , 53038991 , 7653 , TWP , WPXX20100629133C8727", News," Jun 29, 2010",0190-8286, English, English, A.7," Washington, D.C.","Jun 29, 2010",The Washington Post,2010,https://search.proquest.com/docview/522810255?accountid=14496,,,, A.7,," Clergy , Immigration , Tobacco industry , Court calendars , Sex crimes , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Abuse+suit+against+Vatican+allowed%3B+Rare+step+toward+bringing+Holy+See+into+U.S.+court&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Markon%2C+Jerry&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Group's case against law school tossed,"The court will decide whether the state law infringes on federal immigration powers. *Rejected the U.S. government's attempt to wrest billions of dollars in damages from the tobacco industry, a decision that helped lift tobacco stocks. ----------- cwilliams2@tribune.com Credit:",522812125,Newspapers," Williams, Carol J
Williams
J
Carol
Carol J Williams",," Christian Legal Society
813319 , Supreme Court-US
922110 , Hastings College of the Law
611310", (Copyright 2010 by the Chicago Tribune)," 2068543271 , 53039241 , 7684 , CTRB , TRIB201006280678", News," Jun 29, 2010",1085-6706, English, English, 1.10," Chicago, Ill.","Jun 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/522812125?accountid=14496,,,, 10,," Sex crimes , Clergy , State laws , Student organizations , Colleges & universities , Supreme Court decisions , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Group%27s+case+against+law+school+tossed%3A+University+didn%27t+violate+Christian+society%27s+rights&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=10&amp;au=Williams%2C+Carol+J&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Hunger striker's will stays strong,"Since June 17, Landaverde has been on a diet of water and fruit juice as part of a planned chain of ""hunger strikes"" meant to draw more urgency to calls for federal legislators to overhaul the nation's immigration system.",522817165,Newspapers," Olivo, Antonio
Olivo
Antonio
Antonio Olivo",,, (Copyright 2010 by the Chicago Tribune)," 2068543101 , 53039241 , 7684 , CTRB , TRIB201006280588", News," Jun 29, 2010",1085-6706, English, English, 1.6," Chicago, Ill.","Jun 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/522817165?accountid=14496,,,, 6,," Aliens , Immigration policy , Hunger strikes , Landaverde, Jose",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Hunger+striker%27s+will+stays+strong%3A+Pastor+shuns+food+to+shine+light+on+immigration+issues&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=6&amp;au=Olivo%2C+Antonio&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Espionage History and the 'Russian 10'; The arrest of 'sleeper agents' on U.S. soil is the stuff of spy novels, not the Cold War.",,527775752,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2069038671 , 53027851 , 117310 , WSJO , WSJOWSJO107CE406BD94E56F35FFB47BB452468FSB10001424052748704103904575336891106184782", News," Jun 29, 2010",, English, English, n/a," New York, N.Y.","Jun 29, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/527775752?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Espionage+History+and+the+%27Russian+10%27%3B+The+arrest+of+%27sleeper+agents%27+on+U.S.+soil+is+the+stuff+of+spy+novels%2C+not+the+Cold+War.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Endowment Gets $25 Million Boost,"Mr. Soros says ""I was hoping that this fellowship would make a real contribution to American culture, the economy and the citizens of this country,"" says Mr. Soros. he and his wife increased the endowment to recognize more contributions by immigrants to business, arts, science, education, government, courts, nonprofits and other areas, amid efforts they view as increasingly anti-immigrant.",527790434,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2069038631 , 53027851 , 117310 , WSJO , WSJOWSJO72E9A70592016FD0EFE02E9C76680A7ASB10001424052748704103904575337071192419964", News," Jun 29, 2010",, English, English, n/a," New York, N.Y.","Jun 29, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/527790434?accountid=14496,,,, n/a,," Scholarships & fellowships , Engineering firms , Endowment , Aliens , United States--US , Soros, George",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Endowment+Gets+%2425+Million+Boost&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-06-29&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
