Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
Campaign That Never Rests; Comptroller John Liu's Campaign for Mayor Is Marked by Long Hours on the Stump,"  The fundraising charges could cause the city's Campaign Finance Board to deny him public matching funds. At the Inner Circle Show, an annual dinner featuring humorous song-and-dance routines by reporters and the mayor, the line ""if John Liu wins, that would be pretty scary"" in an otherwise optimistic song about New York's future drew laughs from a crowd heavy on business executives, lobbyists, politicians and journalists.",1398009121,Newspapers," Grossman, Andrew
Andrew
Andrew Grossman
Grossman
Andrew Grossman",," Congress
921120"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3012866901 , 80285162 , 117310 , WSJO , WSJOWSJO20130706000020130706e976000ru", News," Jul 6, 2013",, English, English, n/a," New York, N.Y.","Jul 6, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1398009121?accountid=14496,,,, n/a,," Political campaigns , Cities , Political finance , Candidates , New York , Weiner, Anthony D , Chevrolet Suburban",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Campaign+That+Never+Rests%3B+Comptroller+John+Liu%27s+Campaign+for+Mayor+Is+Marked+by+Long+Hours+on+the+Stump&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-07-06&amp;volume=&amp;issue=&amp;spage=&amp;au=Grossman%2C+Andrew&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Shifting Stance to Back Immigration Overhaul, Reid Reaps Benefits","  Behind the scenes, he put intense pressure on the Obama White House to ease deportation rules in 2012, a policy change that stoked Hispanic voter enthusiasm crucial to President Obama's re-election. With a rapidly growing Hispanic population back home, Mr. Reid had ample incentive to try to increase his appeal to that constituency and organize Hispanics politically even when others advised against it or saw it as fruitless.",1398024043,Newspapers," Hulse, Carl
Carl
Carl Hulse
Hulse
Carl Hulse", NYTIAO," Congress
921120"," Copyright New York Times Company Jul 6, 2013"," 3012921181 , 80291072 , 7818 , NYTIAO , NYT , 221546-20130706", News," Jul 6, 2013",0362-4331, English, English, A.12," New York, N.Y.","Jul 6, 2013",New York Times,2013,https://search.proquest.com/docview/1398024043?accountid=14496,,,, A.12,," Immigration policy , Aliens , Citizenship , Hispanics , United States--US , Reid, Harry",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Shifting+Stance+to+Back+Immigration+Overhaul%2C+Reid+Reaps+Benefits%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-07-06&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Hulse%2C+Carl&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Gay Marriage Stirs Rebellion At Synagogue,"  [...]it was that three weeks before the Supreme Court cleared the way for same-sex marriage in California, the rabbi, David Wolpe, announced in a letter to the synagogue that gay marriages would be performed in this 107-year-old congregation, as soon as the court ruling he anticipated was handed down.",1398024123,Newspapers," Nagourney, Adam
Adam
Adam Nagourney
Nagourney
Adam Nagourney", NYTIAO,," Copyright New York Times Company Jul 6, 2013"," 3012921261 , 80291072 , 7818 , NYTIAO , NYT , 180432-20130706", News," Jul 6, 2013",0362-4331, English, English, A.1," New York, N.Y.","Jul 6, 2013",New York Times,2013,https://search.proquest.com/docview/1398024123?accountid=14496,,,, A.1,," Same sex marriage , Clergy , Gays & lesbians , Synagogues , Jewish life & ethics , Supreme Court decisions , Expatriates , California , Wolpe, David",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Gay+Marriage+Stirs+Rebellion+At+Synagogue%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-07-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Nagourney%2C+Adam&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
U.S. News: Immigration Revamp to Aid Private Prisons --- Lawmakers' Plans to Crack Down on Border Violations Promise a Steady Stream of Detainees for Two Federal Contractors,"  ""Any compromise bill will need to throw additional spending at border security,"" said Stephen Myrow, managing director of ACG Analytics, Inc., an investment research firm that advised clients that immigration reform will boost revenue at privately operated prisons.",1398040109,Newspapers," O'Connor, Patrick
Patrick
Patrick O'Connor
O'Connor
Patrick O'Connor",," GEO Group Inc
561210
561612
922140 , Corrections Corp of America
561210"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3012982511 , 80292942 , 7510 , WSJ , DWJNJ000000020130706e9760001y", News," Jul 6, 2013",0099-9660, English, English, A.5," New York, N.Y.","Jul 6, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1398040109?accountid=14496," 1200 Social policy , 9190 United States"," 1200 Social policy , 9190 United States"," 1200 Social policy , 9190 United States", A.5," 1200 Social policy , 9190 United States"," Aliens , Business growth , Immigration policy , Prisons , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Immigration+Revamp+to+Aid+Private+Prisons+---+Lawmakers%27+Plans+to+Crack+Down+on+Border+Violations+Promise+a+Steady+Stream+of+Detainees+for+Two+Federal+Contractors&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-07-06&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=O%27Connor%2C+Patrick&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
John Liu: The Worker: Campaign That Never Rests,"  The fundraising charges could cause the city's Campaign Finance Board to deny him public matching funds. At the Inner Circle Show, an annual dinner featuring humorous song-and-dance routines by reporters and the mayor, the line ""if John Liu wins, that would be pretty scary"" in an otherwise optimistic song about New York's future drew laughs from a crowd heavy on business executives, lobbyists, politicians and journalists.",1398040224,Newspapers," Grossman, Andrew
Andrew
Andrew Grossman
Grossman
Andrew Grossman",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3012983011 , 80292942 , 7510 , WSJ , DWJNJ000000020130706e9760003c", Feature," Jul 6, 2013",0099-9660, English, English, A.15," New York, N.Y.","Jul 6, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1398040224?accountid=14496," 1210 Politics & political behavior , 9190 United States"," 1210 Politics & political behavior , 9190 United States"," 1210 Politics & political behavior , 9190 United States", A.15," 1210 Politics & political behavior , 9190 United States"," Political campaigns , Candidates , Mayors , Local elections -- New York City New York , New York City New York , Liu, John C , Chevrolet Suburban",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=John+Liu%3A+The+Worker%3A+Campaign+That+Never+Rests&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-07-06&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Grossman%2C+Andrew&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
HOW I MADE IT: DOMINIC NG; Uniting East and West,"  Dominic Ng, 54, is chairman and chief executive of Pasadena's East West Bank, formerly a savings and loan association based in L.A.'s Chinatown that he built into the nation's largest Chinese American bank, with $23 billion in assets.",1398249982,Newspapers," Reckard, E Scott
E
E Scott Reckard
Reckard
Scott
E. Scott Reckard",," East West Bank-San Marino CA
522110", (Copyright (c) 2013 Los Angeles Times)," 3013408991 , 80302192 , 7683 , ANGE , LATM130020024", News," Jul 7, 2013",0458-3035, English, English, B.2," Los Angeles, Calif.","Jul 7, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1398249982?accountid=14496,,,, B.2,," Banking industry , Chief executive officers , San Marino California , Ng, Dominic",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=HOW+I+MADE+IT%3A+DOMINIC+NG%3B+Uniting+East+and+West&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-07-07&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Reckard%2C+E+Scott&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"In Nassau County, an Influx of Democrats Threatens a G.O.P. Stronghold","  [...]traditionally Democratic populations have received improved services under this administration than the last,"" Mr. Mangano's office said in a statement. Democratic leaders accused Republicans of maintaining power through gerrymandering, intimidation of Democratic voters at polling places and campaign finance improprieties.",1398404000,Newspapers," Schwirtz, Michael
Michael
Michael Schwirtz
Schwirtz
Michael Schwirtz", NYTIAO," Republican Party
813940"," Copyright New York Times Company Jul 8, 2013"," 3013905671 , 80309912 , 7818 , NYTIAO , NYT , 237876-20130708", News," Jul 8, 2013",0362-4331, English, English, A.15," New York, N.Y.","Jul 8, 2013",New York Times,2013,https://search.proquest.com/docview/1398404000?accountid=14496,,,, A.15,," County executives , Political parties , Local elections , Political finance , State elections , Legislatures , Nassau County New York",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+Nassau+County%2C+an+Influx+of+Democrats+Threatens+a+G.O.P.+Stronghold%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-07-08&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Schwirtz%2C+Michael&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Taking On Rules So Other Sikhs Join the Army,"  [...]to Sikh advocates and their supporters in Congress, the policies governing appearance are as fundamentally discriminatory to them as racially segregated units were to blacks, combat prohibitions were to women and the ""don't ask, don't tell"" policy was to gay men and lesbians. [...]1974, Sikhs were allowed to serve in the United States military with unshorn hair and beards.\n",1398404026,Newspapers," Dao, James
James
James Dao
Dao
James Dao", NYTIAO," Department of Defense
928110 , Army-US
928110"," Copyright New York Times Company Jul 8, 2013"," 3013905771 , 80309912 , 7818 , NYTIAO , NYT , 214906-20130708", Feature," Jul 8, 2013",0362-4331, English, English, A.9," New York, N.Y.","Jul 8, 2013",New York Times,2013,https://search.proquest.com/docview/1398404026?accountid=14496,,,, A.9,," Sikhs , Religion , Military history , Military policy , Afghanistan , India , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Taking+On+Rules+So+Other+Sikhs+Join+the+Army%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-07-08&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=Dao%2C+James&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Bold Colors, New Flavors","  Two years ago, for example, the Campbell Soup Company purchased Bolthouse Farms, a farming company that produces fruits and vegetables, in part to have greater access to the foods that are more attractive to the new American palate, for instance salad dressings like Miso Ginger Vinaigrette.",1398619821,Newspapers," Strom, Stephanie
Stephanie
Stephanie Strom
Strom
Stephanie Strom", NYTIAO," Mintel International Group Ltd
541910 , Campbell Soup Co
311422 , Frito-Lay Inc
311919 , Nestle SA
311352
311514
311920 , Bolthouse Farms Inc
111219 , Mondelez International Inc
311821"," Copyright New York Times Company Jul 9, 2013"," 3014690611 , 80327342 , 7818 , NYTIAO , NYT , 160512-20130709", News," Jul 9, 2013",0362-4331, English, English, B.1," New York, N.Y.","Jul 9, 2013",New York Times,2013,https://search.proquest.com/docview/1398619821?accountid=14496,,,, B.1,," Food processing industry , Restaurants , Demographics , Ethnic foods , Hispanic Americans , Asian Americans , California , Latin America",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Bold+Colors%2C+New+Flavors%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-07-09&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Strom%2C+Stephanie&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Deal of the Week: Quincy; Quincy, Mass. Is the Latest Midsize City Trying to Reinvigorate Its Downtown","  The plan for Quincy is to tear down many low-rise buildings in the city's core and replace them with 1,400 residential units, 1.2 million square feet of office space, 650,000 square feet of retail space and two hotels.",1398872975,Newspapers," Maura Webber Sadovi
Maura Webber Sadovi",," Urban Land Institute
813990"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3015258051 , 80341912 , 117310 , WSJO , WSJOWSJO20130710000020130710e97a000b5", News," Jul 10, 2013",, English, English, n/a," New York, N.Y.","Jul 10, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1398872975?accountid=14496,,,, n/a,," Cities , Restaurants , Redevelopment , California , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Deal+of+the+Week%3A+Quincy%3B+Quincy%2C+Mass.+Is+the+Latest+Midsize+City+Trying+to+Reinvigorate+Its+Downtown&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-07-10&amp;volume=&amp;issue=&amp;spage=&amp;au=Maura+Webber+Sadovi&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"In Texas, Democrats feel a change in the wind; The state remains solidly Republican, but some believe a shift is inevitable.","  Steve Munisteri, the party's savvy state chairman, has made outreach a priority, recruiting minority candidates, installing a full-time director employing the ""data mining"" methods that Democrats used to boost their turnout and pushing for a more moderate tone on immigration.",1398934732,Newspapers," Barabak, Mark Z
Mark
Mark Z Barabak
Barabak
Z
Mark Z. Barabak",," Democratic Party
813940 , Republican Party
813940", (Copyright (c) 2013 Los Angeles Times)," 3015458631 , 80348642 , 7683 , ANGE , LATM130020327", News," Jul 10, 2013",0458-3035, English, English, A.7," Los Angeles, Calif.","Jul 10, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1398934732?accountid=14496,,,, A.7,," Political advertising , Political campaigns , Data mining , Elections -- Texas , Voter behavior , Texas , Davis, Wendy",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=In+Texas%2C+Democrats+feel+a+change+in+the+wind%3B+The+state+remains+solidly+Republican%2C+but+some+believe+a+shift+is+inevitable.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-07-10&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Barabak%2C+Mark+Z&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"To Survive City's Heat, Some Go Outdoors","  All across the heat-struck New York region, most people who could do so were taking shelter in the great indoors -- in their air-conditioned homes, their offices, their public libraries or even the frozen food sections of their local supermarkets. Kamilla Arsaeva, 27, sunbathing atop a tall stone pedestal in Carl Schurz Park, on the Upper East Side, looked as though she had found the highest rack in the great urban broiler in an effort to get that much closer to the blazing sun.",1398953411,Newspapers," Kaminer, Ariel
Ariel
Ariel Kaminer
Kaminer
Ariel Kaminer", NYTIAO," Consolidated Edison Inc
221122
221210"," Copyright New York Times Company Jul 10, 2013"," 3015478471 , 80347402 , 7818 , NYTIAO , NYT , 261173-20130710", Feature," Jul 10, 2013",0362-4331, English, English, A.20," New York, N.Y.","Jul 10, 2013",New York Times,2013,https://search.proquest.com/docview/1398953411?accountid=14496,,,, A.20,," Weather , Outdoors , Yoga , Heat , Summer , New York City New York",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=To+Survive+City%27s+Heat%2C+Some+Go+Outdoors%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-07-10&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=Kaminer%2C+Ariel&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Deal of the Week: A New Start in Old Quincy,"  The plan for Quincy is to tear down many low-rise buildings in the city's core and replace them with 1,400 residential units, 1.2 million square feet of office space, 650,000 square feet of retail space and two hotels.",1398984660,Newspapers," Maura Webber Sadovi
Maura Webber Sadovi",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3015533891 , 80329362 , 7510 , WSJ , DWJNJ000000020130710e97a0000c", News," Jul 10, 2013",0099-9660, English, English, C.6," New York, N.Y.","Jul 10, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1398984660?accountid=14496,,,, C.6,," Cities , Restaurants , Redevelopment , Area planning & development -- Quincy Massachusetts , Quincy Massachusetts",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Deal+of+the+Week%3A+A+New+Start+in+Old+Quincy&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-07-10&amp;volume=&amp;issue=&amp;spage=C.6&amp;au=Maura+Webber+Sadovi&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Tom Cotton: It's the House Bill or Nothing on Immigration; What's to stop President Obama from refusing to enforce the Senate bill's border-security promises?,"  The House of Representatives will reject any proposal with the Senate bill's irreparably flawed structure, which is best described as: legalization first, enforcement later . . . maybe. The Senate bill's advocates argue that its implementation of enforcement measures, such as extending the security fence on the border with Mexico, will precede and be a ""trigger"" for opening a path to citizenship.",1399187623,Newspapers," Cotton, Tom
Tom
Tom Cotton
Cotton
Tom Cotton",," Congressional Budget Office--CBO
921120 , House of Representatives
921120"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3016262201 , 80341912 , 117310 , WSJO , WSJOWSJO20130710000020130710e97a00ac9", News," Jul 10, 2013",, English, English, n/a," New York, N.Y.","Jul 10, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1399187623?accountid=14496,,,, n/a,," Aliens , Immigration policy , Bills , Citizenship , Enforcement , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Tom+Cotton%3A+It%27s+the+House+Bill+or+Nothing+on+Immigration%3B+What%27s+to+stop+President+Obama+from+refusing+to+enforce+the+Senate+bill%27s+border-security+promises%3F&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-07-10&amp;volume=&amp;issue=&amp;spage=&amp;au=Cotton%2C+Tom&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
A California exception; The state's House GOP representatives have to face the math on immigration.,"  In other words, for at least half if not more of California's Republican House members, a vote against citizenship for those who are in the country illegally, or the Republican caucus' refusal to let such a vote be taken, is politically suicidal -- if not in 2014, then by the decade's end.",1399227953,Newspapers," Meyerson, Harold
Harold
Harold Meyerson
Meyerson
Harold Meyerson",,, (Copyright (c) 2013 Los Angeles Times)," 3016484861 , 80370062 , 7683 , ANGE , LATM130020434", Commentary," Jul 11, 2013",0458-3035, English, English, A.13," Los Angeles, Calif.","Jul 11, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1399227953?accountid=14496,,,, A.13,," Hispanic Americans , Citizenship , Primaries & caucuses , Immigration policy , California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+California+exception%3B+The+state%27s+House+GOP+representatives+have+to+face+the+math+on+immigration.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-07-11&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Meyerson%2C+Harold&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
It's the House Bill or Nothing on Immigration,"  The House of Representatives will reject any proposal with the Senate bill's irreparably flawed structure, which is best described as: legalization first, enforcement later . . . maybe. The Senate bill's advocates argue that its implementation of enforcement measures, such as extending the security fence on the border with Mexico, will precede and be a ""trigger"" for opening a path to citizenship.",1399250848,Newspapers," Cotton, Tom
Tom
Tom Cotton
Cotton
Tom Cotton",," Congressional Budget Office--CBO
921120 , House of Representatives
921120"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3016552861 , 80371132 , 7510 , WSJ , DWJNJ000000020130711e97b00019", News," Jul 11, 2013",0099-9660, English, English, A.15," New York, N.Y.","Jul 11, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1399250848?accountid=14496,,,, A.15,," Aliens , Immigration policy , Bills , Citizenship , Enforcement , Immigration policy , Law enforcement , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=It%27s+the+House+Bill+or+Nothing+on+Immigration&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-07-11&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Cotton%2C+Tom&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"COLUMN ONE; A friendship of note; Astrid Silva's heartfelt letters, and her life, have inspired Sen. Harry Reid on immigration reform","  Four years later, Silva's story is a reminder that it's not always the loudest or wealthiest who win the attention of those in power; sometimes it's the one who writes heartfelt notes, as her third-grade teacher taught her to do, usually in looping handwriting -- decorated with drawings and, now and then, a heart dotting an exclamation point. [...]as her friends headed to college, the girl who looks out from her class photos with poise became trapped in a way station between childhood and adulthood.",1399460729,Newspapers," Mascaro, Lisa
Lisa
Lisa Mascaro
Mascaro
Lisa Mascaro",,, (Copyright (c) 2013 Los Angeles Times)," 3017438541 , 80392392 , 7683 , ANGE , LATM130020541", Feature," Jul 12, 2013",0458-3035, English, English, A.1," Los Angeles, Calif.","Jul 12, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1399460729?accountid=14496,,,, A.1,," Immigration policy , Nevada , United States--US , Reid, Harry , Silva, Astrid",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=COLUMN+ONE%3B+A+friendship+of+note%3B+Astrid+Silva%27s+heartfelt+letters%2C+and+her+life%2C+have+inspired+Sen.+Harry+Reid+on+immigration+reform&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-07-12&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Mascaro%2C+Lisa&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
An Enduring Split; Border States Show Familiar Divide in Immigration Debate,,1399581992,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3018031441 , 80384282 , 117310 , WSJO , WSJOWSJO20130712000020130712e97c007ve", News," Jul 12, 2013",, English, English, n/a," New York, N.Y.","Jul 12, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1399581992?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=An+Enduring+Split%3B+Border+States+Show+Familiar+Divide+in+Immigration+Debate&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-07-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
