subjects_source,Freq,source,prop
Retirement benefits,3,Los Angeles Times,2.199897338124221e-4
Rivers,3,Los Angeles Times,2.199897338124221e-4
"Rizzo, Robert",3,Los Angeles Times,2.199897338124221e-4
Roadblocks,3,Los Angeles Times,2.199897338124221e-4
Roma,3,Los Angeles Times,2.199897338124221e-4
"Roosevelt, Franklin Delano (1882-1945)",3,Los Angeles Times,2.199897338124221e-4
Sacramento County California,3,Los Angeles Times,2.199897338124221e-4
"Sanchez, Loretta",3,Los Angeles Times,2.199897338124221e-4
Santa Ana California,3,Los Angeles Times,2.199897338124221e-4
Saudi Arabia,3,Los Angeles Times,2.199897338124221e-4
Sectarian violence,3,Los Angeles Times,2.199897338124221e-4
Segregation,3,Los Angeles Times,2.199897338124221e-4
Serbia,3,Los Angeles Times,2.199897338124221e-4
Service industries,3,Los Angeles Times,2.199897338124221e-4
Shelters,3,Los Angeles Times,2.199897338124221e-4
Signs,3,Los Angeles Times,2.199897338124221e-4
Site planning,3,Los Angeles Times,2.199897338124221e-4
Skills,3,Los Angeles Times,2.199897338124221e-4
Smuggling,3,Los Angeles Times,2.199897338124221e-4
Social change,3,Los Angeles Times,2.199897338124221e-4
Southeast Asia,3,Los Angeles Times,2.199897338124221e-4
Spirituality,3,Los Angeles Times,2.199897338124221e-4
Stabbings,3,Los Angeles Times,2.199897338124221e-4
State employees,3,Los Angeles Times,2.199897338124221e-4
Strikes,3,Los Angeles Times,2.199897338124221e-4
Student financial aid,3,Los Angeles Times,2.199897338124221e-4
Supermarkets,3,Los Angeles Times,2.199897338124221e-4
Surveillance,3,Los Angeles Times,2.199897338124221e-4
Task forces,3,Los Angeles Times,2.199897338124221e-4
Teenagers,3,Los Angeles Times,2.199897338124221e-4
Textbooks,3,Los Angeles Times,2.199897338124221e-4
Thailand,3,Los Angeles Times,2.199897338124221e-4
Threats,3,Los Angeles Times,2.199897338124221e-4
Tourism,3,Los Angeles Times,2.199897338124221e-4
Tourist attractions,3,Los Angeles Times,2.199897338124221e-4
Towing,3,Los Angeles Times,2.199897338124221e-4
Traditions,3,Los Angeles Times,2.199897338124221e-4
Transportation planning,3,Los Angeles Times,2.199897338124221e-4
Trucks,3,Los Angeles Times,2.199897338124221e-4
Tuberculosis,3,Los Angeles Times,2.199897338124221e-4
Ukraine,3,Los Angeles Times,2.199897338124221e-4
Urban planning,3,Los Angeles Times,2.199897338124221e-4
Vehicles,3,Los Angeles Times,2.199897338124221e-4
Video recordings,3,Los Angeles Times,2.199897338124221e-4
Vietnam War,3,Los Angeles Times,2.199897338124221e-4
Volunteers,3,Los Angeles Times,2.199897338124221e-4
Voting,3,Los Angeles Times,2.199897338124221e-4
War,3,Los Angeles Times,2.199897338124221e-4
Web sites,3,Los Angeles Times,2.199897338124221e-4
West Bank,3,Los Angeles Times,2.199897338124221e-4
West Hollywood California,3,Los Angeles Times,2.199897338124221e-4
Western Europe,3,Los Angeles Times,2.199897338124221e-4
Workforce,3,Los Angeles Times,2.199897338124221e-4
Writers,3,Los Angeles Times,2.199897338124221e-4
"Abe, Shinzo",2,Los Angeles Times,1.4665982254161473e-4
Academic degrees,2,Los Angeles Times,1.4665982254161473e-4
Academic standards,2,Los Angeles Times,1.4665982254161473e-4
Access to education,2,Los Angeles Times,1.4665982254161473e-4
Acculturation,2,Los Angeles Times,1.4665982254161473e-4
Adelanto California,2,Los Angeles Times,1.4665982254161473e-4
Adults,2,Los Angeles Times,1.4665982254161473e-4
Advertising,2,Los Angeles Times,1.4665982254161473e-4
Advertising campaigns,2,Los Angeles Times,1.4665982254161473e-4
Affluence,2,Los Angeles Times,1.4665982254161473e-4
Agribusiness,2,Los Angeles Times,1.4665982254161473e-4
Air pollution,2,Los Angeles Times,1.4665982254161473e-4
Algeria,2,Los Angeles Times,1.4665982254161473e-4
Alhambra California,2,Los Angeles Times,1.4665982254161473e-4
Anxieties,2,Los Angeles Times,1.4665982254161473e-4
Apartheid,2,Los Angeles Times,1.4665982254161473e-4
Apartment buildings,2,Los Angeles Times,1.4665982254161473e-4
Arab Americans,2,Los Angeles Times,1.4665982254161473e-4
Archives & records,2,Los Angeles Times,1.4665982254161473e-4
Area planning & development -- Adelanto California,2,Los Angeles Times,1.4665982254161473e-4
Area planning & development -- Los Angeles California,2,Los Angeles Times,1.4665982254161473e-4
Armenian Americans,2,Los Angeles Times,1.4665982254161473e-4
Arms control & disarmament,2,Los Angeles Times,1.4665982254161473e-4
Arson,2,Los Angeles Times,1.4665982254161473e-4
Atheism,2,Los Angeles Times,1.4665982254161473e-4
Audiences,2,Los Angeles Times,1.4665982254161473e-4
Austria,2,Los Angeles Times,1.4665982254161473e-4
Awards & honors,2,Los Angeles Times,1.4665982254161473e-4
"Babeu, Paul",2,Los Angeles Times,1.4665982254161473e-4
Baghdad Iraq,2,Los Angeles Times,1.4665982254161473e-4
Bailouts,2,Los Angeles Times,1.4665982254161473e-4
Bakeries,2,Los Angeles Times,1.4665982254161473e-4
Bank marketing,2,Los Angeles Times,1.4665982254161473e-4
Bank robberies,2,Los Angeles Times,1.4665982254161473e-4
Beauty contests,2,Los Angeles Times,1.4665982254161473e-4
Bible,2,Los Angeles Times,1.4665982254161473e-4
Binghamton New York,2,Los Angeles Times,1.4665982254161473e-4
Biometrics,2,Los Angeles Times,1.4665982254161473e-4
Black students,2,Los Angeles Times,1.4665982254161473e-4
Boating accidents & safety,2,Los Angeles Times,1.4665982254161473e-4
"Boehner, John",2,Los Angeles Times,1.4665982254161473e-4
Border security,2,Los Angeles Times,1.4665982254161473e-4
"Boxer, Barbara",2,Los Angeles Times,1.4665982254161473e-4
Breach of contract,2,Los Angeles Times,1.4665982254161473e-4
"Breivik, Anders Behring",2,Los Angeles Times,1.4665982254161473e-4
Budgeting,2,Los Angeles Times,1.4665982254161473e-4
Buildings,2,Los Angeles Times,1.4665982254161473e-4
Business conditions,2,Los Angeles Times,1.4665982254161473e-4
Business government relations,2,Los Angeles Times,1.4665982254161473e-4
Business improvement districts,2,Los Angeles Times,1.4665982254161473e-4
Business plans,2,Los Angeles Times,1.4665982254161473e-4
Cairo Egypt,2,Los Angeles Times,1.4665982254161473e-4
"Cameron, David",2,Los Angeles Times,1.4665982254161473e-4
Cancer,2,Los Angeles Times,1.4665982254161473e-4
Carbon,2,Los Angeles Times,1.4665982254161473e-4
Cattle industry,2,Los Angeles Times,1.4665982254161473e-4
"Cedillo, Gilbert",2,Los Angeles Times,1.4665982254161473e-4
Censorship,2,Los Angeles Times,1.4665982254161473e-4
Central banks,2,Los Angeles Times,1.4665982254161473e-4
Cerritos California,2,Los Angeles Times,1.4665982254161473e-4
Chain stores,2,Los Angeles Times,1.4665982254161473e-4
Charities,2,Los Angeles Times,1.4665982254161473e-4
Chess,2,Los Angeles Times,1.4665982254161473e-4
Church & state,2,Los Angeles Times,1.4665982254161473e-4
Civil disobedience,2,Los Angeles Times,1.4665982254161473e-4
Civil war -- Syria,2,Los Angeles Times,1.4665982254161473e-4
Clerical personnel,2,Los Angeles Times,1.4665982254161473e-4
Coffeehouses,2,Los Angeles Times,1.4665982254161473e-4
College graduates,2,Los Angeles Times,1.4665982254161473e-4
College professors,2,Los Angeles Times,1.4665982254161473e-4
Colorado River,2,Los Angeles Times,1.4665982254161473e-4
Commercial real estate,2,Los Angeles Times,1.4665982254161473e-4
Committees,2,Los Angeles Times,1.4665982254161473e-4
Community centers,2,Los Angeles Times,1.4665982254161473e-4
Community development,2,Los Angeles Times,1.4665982254161473e-4
Community policing,2,Los Angeles Times,1.4665982254161473e-4
Community support,2,Los Angeles Times,1.4665982254161473e-4
Complaints,2,Los Angeles Times,1.4665982254161473e-4
Condiments,2,Los Angeles Times,1.4665982254161473e-4
Condominiums,2,Los Angeles Times,1.4665982254161473e-4
Congressional elections -- Arizona,2,Los Angeles Times,1.4665982254161473e-4
Congressional elections -- Nevada,2,Los Angeles Times,1.4665982254161473e-4
Congressional elections -- New York,2,Los Angeles Times,1.4665982254161473e-4
Congressional hearings,2,Los Angeles Times,1.4665982254161473e-4
Conspiracy,2,Los Angeles Times,1.4665982254161473e-4
Consumer protection,2,Los Angeles Times,1.4665982254161473e-4
Consumer spending,2,Los Angeles Times,1.4665982254161473e-4
Core curriculum,2,Los Angeles Times,1.4665982254161473e-4
Corporate profiles,2,Los Angeles Times,1.4665982254161473e-4
Corruption in government,2,Los Angeles Times,1.4665982254161473e-4
Corruption in government -- Bell California,2,Los Angeles Times,1.4665982254161473e-4
Cost of living,2,Los Angeles Times,1.4665982254161473e-4
Country clubs,2,Los Angeles Times,1.4665982254161473e-4
Credit reports,2,Los Angeles Times,1.4665982254161473e-4
Credit scoring,2,Los Angeles Times,1.4665982254161473e-4
Criminal justice,2,Los Angeles Times,1.4665982254161473e-4
Crops,2,Los Angeles Times,1.4665982254161473e-4
Cuba,2,Los Angeles Times,1.4665982254161473e-4
Cultural heritage,2,Los Angeles Times,1.4665982254161473e-4
Culver City California,2,Los Angeles Times,1.4665982254161473e-4
Dallas Texas,2,Los Angeles Times,1.4665982254161473e-4
Dance music,2,Los Angeles Times,1.4665982254161473e-4
Daughters,2,Los Angeles Times,1.4665982254161473e-4
Decades,2,Los Angeles Times,1.4665982254161473e-4
Defense contracts,2,Los Angeles Times,1.4665982254161473e-4
Denmark,2,Los Angeles Times,1.4665982254161473e-4
Denver Colorado,2,Los Angeles Times,1.4665982254161473e-4
Design,2,Los Angeles Times,1.4665982254161473e-4
Discount department stores,2,Los Angeles Times,1.4665982254161473e-4
Discrimination,2,Los Angeles Times,1.4665982254161473e-4
Disease transmission,2,Los Angeles Times,1.4665982254161473e-4
Dominican Republic,2,Los Angeles Times,1.4665982254161473e-4
Drug policy,2,Los Angeles Times,1.4665982254161473e-4
Drug use,2,Los Angeles Times,1.4665982254161473e-4
Easter,2,Los Angeles Times,1.4665982254161473e-4
Ebola virus,2,Los Angeles Times,1.4665982254161473e-4
Ecuador,2,Los Angeles Times,1.4665982254161473e-4
Editorials -- Census of Population,2,Los Angeles Times,1.4665982254161473e-4
Editorials -- Citizenship,2,Los Angeles Times,1.4665982254161473e-4
Editorials -- Endorsements,2,Los Angeles Times,1.4665982254161473e-4
Editorials -- Italy,2,Los Angeles Times,1.4665982254161473e-4
"Editorials -- Obama, Barack",2,Los Angeles Times,1.4665982254161473e-4
Editorials -- State budgets,2,Los Angeles Times,1.4665982254161473e-4
Education reform,2,Los Angeles Times,1.4665982254161473e-4
El Cajon California,2,Los Angeles Times,1.4665982254161473e-4
El Monte California,2,Los Angeles Times,1.4665982254161473e-4
Elections -- California,2,Los Angeles Times,1.4665982254161473e-4
Elections -- France,2,Los Angeles Times,1.4665982254161473e-4
Electronic music,2,Los Angeles Times,1.4665982254161473e-4
Elephants,2,Los Angeles Times,1.4665982254161473e-4
Emigration,2,Los Angeles Times,1.4665982254161473e-4
Employers,2,Los Angeles Times,1.4665982254161473e-4
Environmental policy,2,Los Angeles Times,1.4665982254161473e-4
Episcopal churches,2,Los Angeles Times,1.4665982254161473e-4
Escondido California,2,Los Angeles Times,1.4665982254161473e-4
"Espaillat, Adriano D",2,Los Angeles Times,1.4665982254161473e-4
Estimates,2,Los Angeles Times,1.4665982254161473e-4
Etiquette,2,Los Angeles Times,1.4665982254161473e-4
EU membership,2,Los Angeles Times,1.4665982254161473e-4
Expansion,2,Los Angeles Times,1.4665982254161473e-4
Famine,2,Los Angeles Times,1.4665982254161473e-4
Fashion,2,Los Angeles Times,1.4665982254161473e-4
Fast food industry,2,Los Angeles Times,1.4665982254161473e-4
Feather River,2,Los Angeles Times,1.4665982254161473e-4
Federal aid,2,Los Angeles Times,1.4665982254161473e-4
"Feinstein, Dianne",2,Los Angeles Times,1.4665982254161473e-4
Fixed incomes,2,Los Angeles Times,1.4665982254161473e-4
Food prices,2,Los Angeles Times,1.4665982254161473e-4
Food programs,2,Los Angeles Times,1.4665982254161473e-4
Football,2,Los Angeles Times,1.4665982254161473e-4
Foreign investments in the US,2,Los Angeles Times,1.4665982254161473e-4
Freedom of movement,2,Los Angeles Times,1.4665982254161473e-4
"Funes, Mauricio",2,Los Angeles Times,1.4665982254161473e-4
Furniture stores,2,Los Angeles Times,1.4665982254161473e-4
"Garcetti, Eric",2,Los Angeles Times,1.4665982254161473e-4
Gardens & gardening,2,Los Angeles Times,1.4665982254161473e-4
Gay rights movement,2,Los Angeles Times,1.4665982254161473e-4
Gaza Strip,2,Los Angeles Times,1.4665982254161473e-4
Gender identity,2,Los Angeles Times,1.4665982254161473e-4
Geopolitics,2,Los Angeles Times,1.4665982254161473e-4
Gift shops,2,Los Angeles Times,1.4665982254161473e-4
Global economy,2,Los Angeles Times,1.4665982254161473e-4
Government agencies,2,Los Angeles Times,1.4665982254161473e-4
Government contracts,2,Los Angeles Times,1.4665982254161473e-4
Government documents,2,Los Angeles Times,1.4665982254161473e-4
Government grants,2,Los Angeles Times,1.4665982254161473e-4
Graffiti,2,Los Angeles Times,1.4665982254161473e-4
"Graham, Lindsey",2,Los Angeles Times,1.4665982254161473e-4
Grammy awards,2,Los Angeles Times,1.4665982254161473e-4
Grandparents,2,Los Angeles Times,1.4665982254161473e-4
Grass roots movement,2,Los Angeles Times,1.4665982254161473e-4
Great Plains,2,Los Angeles Times,1.4665982254161473e-4
Gross National Product--GNP,2,Los Angeles Times,1.4665982254161473e-4
"Harris, Kamala",2,Los Angeles Times,1.4665982254161473e-4
Hearings & confirmations,2,Los Angeles Times,1.4665982254161473e-4
Hepatitis,2,Los Angeles Times,1.4665982254161473e-4
High school graduates,2,Los Angeles Times,1.4665982254161473e-4
Home improvement industry,2,Los Angeles Times,1.4665982254161473e-4
Human relations,2,Los Angeles Times,1.4665982254161473e-4
Immunization,2,Los Angeles Times,1.4665982254161473e-4
Imperial Valley,2,Los Angeles Times,1.4665982254161473e-4
Independent bookstores,2,Los Angeles Times,1.4665982254161473e-4
Indiana,2,Los Angeles Times,1.4665982254161473e-4
Industrialized nations,2,Los Angeles Times,1.4665982254161473e-4
Infant mortality,2,Los Angeles Times,1.4665982254161473e-4
Infections,2,Los Angeles Times,1.4665982254161473e-4
Influence,2,Los Angeles Times,1.4665982254161473e-4
Influenza,2,Los Angeles Times,1.4665982254161473e-4
Informal economy,2,Los Angeles Times,1.4665982254161473e-4
Inglewood California,2,Los Angeles Times,1.4665982254161473e-4
Initiatives,2,Los Angeles Times,1.4665982254161473e-4
Injunctions,2,Los Angeles Times,1.4665982254161473e-4
Insurance policies,2,Los Angeles Times,1.4665982254161473e-4
Insurance premiums,2,Los Angeles Times,1.4665982254161473e-4
Interest rates,2,Los Angeles Times,1.4665982254161473e-4
International relations-US -- Mexico,2,Los Angeles Times,1.4665982254161473e-4
International relations-US -- Vietnam,2,Los Angeles Times,1.4665982254161473e-4
International trade,2,Los Angeles Times,1.4665982254161473e-4
Jewelry industry,2,Los Angeles Times,1.4665982254161473e-4
Jewish life & ethics,2,Los Angeles Times,1.4665982254161473e-4
Job hunting,2,Los Angeles Times,1.4665982254161473e-4
"Johnson, Earvin (Magic Johnson)",2,Los Angeles Times,1.4665982254161473e-4
Journalism,2,Los Angeles Times,1.4665982254161473e-4
Judicial reviews,2,Los Angeles Times,1.4665982254161473e-4
"Kang, Sukhee",2,Los Angeles Times,1.4665982254161473e-4
Kansas,2,Los Angeles Times,1.4665982254161473e-4
"Kashkari, Neel",2,Los Angeles Times,1.4665982254161473e-4
Kurds,2,Los Angeles Times,1.4665982254161473e-4
Labor supply,2,Los Angeles Times,1.4665982254161473e-4
Language proficiency,2,Los Angeles Times,1.4665982254161473e-4
Legal aid,2,Los Angeles Times,1.4665982254161473e-4
Legislation -- Arizona,2,Los Angeles Times,1.4665982254161473e-4
Letters to the editor,2,Los Angeles Times,1.4665982254161473e-4
Levees & battures,2,Los Angeles Times,1.4665982254161473e-4
Liberia,2,Los Angeles Times,1.4665982254161473e-4
Library collections,2,Los Angeles Times,1.4665982254161473e-4
Lifestyles,2,Los Angeles Times,1.4665982254161473e-4
"Lincoln, Abraham (1809-65)",2,Los Angeles Times,1.4665982254161473e-4
Louisiana,2,Los Angeles Times,1.4665982254161473e-4
Magnet schools,2,Los Angeles Times,1.4665982254161473e-4
Malaysia,2,Los Angeles Times,1.4665982254161473e-4
"Maldonado, Abel",2,Los Angeles Times,1.4665982254161473e-4
Manufacturers,2,Los Angeles Times,1.4665982254161473e-4
Maricopa County Arizona,2,Los Angeles Times,1.4665982254161473e-4
Marijuana,2,Los Angeles Times,1.4665982254161473e-4
"Martinez, Susana",2,Los Angeles Times,1.4665982254161473e-4
Mass transit,2,Los Angeles Times,1.4665982254161473e-4
McAllen Texas,2,Los Angeles Times,1.4665982254161473e-4
Meat,2,Los Angeles Times,1.4665982254161473e-4
Media coverage,2,Los Angeles Times,1.4665982254161473e-4
Medical screening,2,Los Angeles Times,1.4665982254161473e-4
Members of Parliament,2,Los Angeles Times,1.4665982254161473e-4
Mens health,2,Los Angeles Times,1.4665982254161473e-4
Military recruitment,2,Los Angeles Times,1.4665982254161473e-4
Military training,2,Los Angeles Times,1.4665982254161473e-4
Mobile businesses,2,Los Angeles Times,1.4665982254161473e-4
"Modi, Narendra",2,Los Angeles Times,1.4665982254161473e-4
Monasteries,2,Los Angeles Times,1.4665982254161473e-4
Montana,2,Los Angeles Times,1.4665982254161473e-4
Monterey Park California,2,Los Angeles Times,1.4665982254161473e-4
Morality,2,Los Angeles Times,1.4665982254161473e-4
Moratoriums,2,Los Angeles Times,1.4665982254161473e-4
Mortality,2,Los Angeles Times,1.4665982254161473e-4
Mothers,2,Los Angeles Times,1.4665982254161473e-4
Motion picture industry,2,Los Angeles Times,1.4665982254161473e-4
Mumbai India,2,Los Angeles Times,1.4665982254161473e-4
Musical recordings,2,Los Angeles Times,1.4665982254161473e-4
"Napolitano, Janet",2,Los Angeles Times,1.4665982254161473e-4
Net losses,2,Los Angeles Times,1.4665982254161473e-4
New store openings,2,Los Angeles Times,1.4665982254161473e-4
Nicaragua,2,Los Angeles Times,1.4665982254161473e-4
Nightclubs,2,Los Angeles Times,1.4665982254161473e-4
Nonfiction,2,Los Angeles Times,1.4665982254161473e-4
North Africa,2,Los Angeles Times,1.4665982254161473e-4
North Dakota,2,Los Angeles Times,1.4665982254161473e-4
Northern Ireland,2,Los Angeles Times,1.4665982254161473e-4
Novels,2,Los Angeles Times,1.4665982254161473e-4
Nurses,2,Los Angeles Times,1.4665982254161473e-4
Offshore drilling,2,Los Angeles Times,1.4665982254161473e-4
Outdoor air quality,2,Los Angeles Times,1.4665982254161473e-4
Overtime pay,2,Los Angeles Times,1.4665982254161473e-4
Pageants,2,Los Angeles Times,1.4665982254161473e-4
Parasites,2,Los Angeles Times,1.4665982254161473e-4
Parent participation,2,Los Angeles Times,1.4665982254161473e-4
"Pena Nieto, Enrique",2,Los Angeles Times,1.4665982254161473e-4
"Pence, Mike",2,Los Angeles Times,1.4665982254161473e-4
Pensions,2,Los Angeles Times,1.4665982254161473e-4
Personal care industry,2,Los Angeles Times,1.4665982254161473e-4
Philippines,2,Los Angeles Times,1.4665982254161473e-4
Photography,2,Los Angeles Times,1.4665982254161473e-4
Physicians,2,Los Angeles Times,1.4665982254161473e-4
Police corruption,2,Los Angeles Times,1.4665982254161473e-4
Policy making,2,Los Angeles Times,1.4665982254161473e-4
Political appointments,2,Los Angeles Times,1.4665982254161473e-4
Political persecution,2,Los Angeles Times,1.4665982254161473e-4
Pomona California,2,Los Angeles Times,1.4665982254161473e-4
Popular culture,2,Los Angeles Times,1.4665982254161473e-4
Populism,2,Los Angeles Times,1.4665982254161473e-4
Ports,2,Los Angeles Times,1.4665982254161473e-4
Preschool children,2,Los Angeles Times,1.4665982254161473e-4
Preschool education,2,Los Angeles Times,1.4665982254161473e-4
Professional basketball,2,Los Angeles Times,1.4665982254161473e-4
Prosperity,2,Los Angeles Times,1.4665982254161473e-4
Public art,2,Los Angeles Times,1.4665982254161473e-4
Public assistance programs,2,Los Angeles Times,1.4665982254161473e-4
Public opinion surveys,2,Los Angeles Times,1.4665982254161473e-4
Public private partnerships,2,Los Angeles Times,1.4665982254161473e-4
Pulitzer prizes,2,Los Angeles Times,1.4665982254161473e-4
"Putin, Vladimir",2,Los Angeles Times,1.4665982254161473e-4
Quality of education,2,Los Angeles Times,1.4665982254161473e-4
Quebec City Quebec Canada,2,Los Angeles Times,1.4665982254161473e-4
Queens New York,2,Los Angeles Times,1.4665982254161473e-4
Rancho Palos Verdes California,2,Los Angeles Times,1.4665982254161473e-4
"Rangel, Charles B",2,Los Angeles Times,1.4665982254161473e-4
Reading,2,Los Angeles Times,1.4665982254161473e-4
Real estate,2,Los Angeles Times,1.4665982254161473e-4
Reality programming,2,Los Angeles Times,1.4665982254161473e-4
Rebellions,2,Los Angeles Times,1.4665982254161473e-4
Recidivism,2,Los Angeles Times,1.4665982254161473e-4
Registration,2,Los Angeles Times,1.4665982254161473e-4
Religious congregations,2,Los Angeles Times,1.4665982254161473e-4
Religious education,2,Los Angeles Times,1.4665982254161473e-4
Repair & maintenance,2,Los Angeles Times,1.4665982254161473e-4
Repatriation,2,Los Angeles Times,1.4665982254161473e-4
Restraining orders,2,Los Angeles Times,1.4665982254161473e-4
Retirees,2,Los Angeles Times,1.4665982254161473e-4
Reunions,2,Los Angeles Times,1.4665982254161473e-4
"Ridley-Thomas, Mark",2,Los Angeles Times,1.4665982254161473e-4
Rio Grande,2,Los Angeles Times,1.4665982254161473e-4
Riverside County California,2,Los Angeles Times,1.4665982254161473e-4
Rockets,2,Los Angeles Times,1.4665982254161473e-4
Rosemead California,2,Los Angeles Times,1.4665982254161473e-4
Sacramento Valley,2,Los Angeles Times,1.4665982254161473e-4
Sales taxes,2,Los Angeles Times,1.4665982254161473e-4
San Francisco County California,2,Los Angeles Times,1.4665982254161473e-4
San Joaquin Valley,2,Los Angeles Times,1.4665982254161473e-4
Sanctions,2,Los Angeles Times,1.4665982254161473e-4
"Sanders, Bernard",2,Los Angeles Times,1.4665982254161473e-4
"Sandoval, Brian",2,Los Angeles Times,1.4665982254161473e-4
SAT assessment,2,Los Angeles Times,1.4665982254161473e-4
Satellite television,2,Los Angeles Times,1.4665982254161473e-4
Scholarships & fellowships,2,Los Angeles Times,1.4665982254161473e-4
School systems,2,Los Angeles Times,1.4665982254161473e-4
"Schumer, Charles E",2,Los Angeles Times,1.4665982254161473e-4
Science,2,Los Angeles Times,1.4665982254161473e-4
Secession,2,Los Angeles Times,1.4665982254161473e-4
Severe acute respiratory syndrome,2,Los Angeles Times,1.4665982254161473e-4
Sexual harassment,2,Los Angeles Times,1.4665982254161473e-4
Shipping industry,2,Los Angeles Times,1.4665982254161473e-4
Shutdowns,2,Los Angeles Times,1.4665982254161473e-4
Sikhs,2,Los Angeles Times,1.4665982254161473e-4
Simulation,2,Los Angeles Times,1.4665982254161473e-4
Slavery,2,Los Angeles Times,1.4665982254161473e-4
Smartphones,2,Los Angeles Times,1.4665982254161473e-4
Smoking,2,Los Angeles Times,1.4665982254161473e-4
Social conditions & trends -- Germany,2,Los Angeles Times,1.4665982254161473e-4
Social integration,2,Los Angeles Times,1.4665982254161473e-4
Social research,2,Los Angeles Times,1.4665982254161473e-4
Social security taxes,2,Los Angeles Times,1.4665982254161473e-4
"Solis, Hilda",2,Los Angeles Times,1.4665982254161473e-4
"Sotelo, Eddie",2,Los Angeles Times,1.4665982254161473e-4
"Sotomayor, Sonia",2,Los Angeles Times,1.4665982254161473e-4
South Florida,2,Los Angeles Times,1.4665982254161473e-4
South Korea,2,Los Angeles Times,1.4665982254161473e-4
Sovereignty,2,Los Angeles Times,1.4665982254161473e-4
Sports facilities,2,Los Angeles Times,1.4665982254161473e-4
Stadiums,2,Los Angeles Times,1.4665982254161473e-4
Startups,2,Los Angeles Times,1.4665982254161473e-4
States,2,Los Angeles Times,1.4665982254161473e-4
Statistical methods,2,Los Angeles Times,1.4665982254161473e-4
Statistics,2,Los Angeles Times,1.4665982254161473e-4
Storm damage,2,Los Angeles Times,1.4665982254161473e-4
Student organizations,2,Los Angeles Times,1.4665982254161473e-4
Subways,2,Los Angeles Times,1.4665982254161473e-4
Sylmar California,2,Los Angeles Times,1.4665982254161473e-4
Taiwan,2,Los Angeles Times,1.4665982254161473e-4
Tampa Florida,2,Los Angeles Times,1.4665982254161473e-4
Target markets,2,Los Angeles Times,1.4665982254161473e-4
Tariffs,2,Los Angeles Times,1.4665982254161473e-4
Tax base,2,Los Angeles Times,1.4665982254161473e-4
Tax credits,2,Los Angeles Times,1.4665982254161473e-4
Tax reform,2,Los Angeles Times,1.4665982254161473e-4
Tax returns,2,Los Angeles Times,1.4665982254161473e-4
Taxicabs,2,Los Angeles Times,1.4665982254161473e-4
Television programming,2,Los Angeles Times,1.4665982254161473e-4
Television stations,2,Los Angeles Times,1.4665982254161473e-4
Temple City California,2,Los Angeles Times,1.4665982254161473e-4
Temporary employment,2,Los Angeles Times,1.4665982254161473e-4
Thanksgiving,2,Los Angeles Times,1.4665982254161473e-4
Theaters & cinemas,2,Los Angeles Times,1.4665982254161473e-4
Theology,2,Los Angeles Times,1.4665982254161473e-4
Tokyo Japan,2,Los Angeles Times,1.4665982254161473e-4
Tourism -- Washington DC,2,Los Angeles Times,1.4665982254161473e-4
Trade agreements,2,Los Angeles Times,1.4665982254161473e-4
Traffic accidents & safety,2,Los Angeles Times,1.4665982254161473e-4
Travel agencies,2,Los Angeles Times,1.4665982254161473e-4
Trucking industry,2,Los Angeles Times,1.4665982254161473e-4
Tunisia,2,Los Angeles Times,1.4665982254161473e-4
Tutoring,2,Los Angeles Times,1.4665982254161473e-4
"Twain, Mark (Samuel Langhorne Clemens) (1835-1910)",2,Los Angeles Times,1.4665982254161473e-4
Urban schools,2,Los Angeles Times,1.4665982254161473e-4
Urbanization,2,Los Angeles Times,1.4665982254161473e-4
Vacations,2,Los Angeles Times,1.4665982254161473e-4
Vermont,2,Los Angeles Times,1.4665982254161473e-4
Vernon California,2,Los Angeles Times,1.4665982254161473e-4
Violations,2,Los Angeles Times,1.4665982254161473e-4
Voters,2,Los Angeles Times,1.4665982254161473e-4
Voting machines,2,Los Angeles Times,1.4665982254161473e-4
Washington (state),2,Los Angeles Times,1.4665982254161473e-4
Water resources,2,Los Angeles Times,1.4665982254161473e-4
Water rights,2,Los Angeles Times,1.4665982254161473e-4
Water utilities,2,Los Angeles Times,1.4665982254161473e-4
Wealth,2,Los Angeles Times,1.4665982254161473e-4
Welfare,2,Los Angeles Times,1.4665982254161473e-4
Western states,2,Los Angeles Times,1.4665982254161473e-4
Westminster California,2,Los Angeles Times,1.4665982254161473e-4
Whittier California,2,Los Angeles Times,1.4665982254161473e-4
"Wilders, Geert",2,Los Angeles Times,1.4665982254161473e-4
Wolves,2,Los Angeles Times,1.4665982254161473e-4
Working class,2,Los Angeles Times,1.4665982254161473e-4
Workshops,2,Los Angeles Times,1.4665982254161473e-4
Worry,2,Los Angeles Times,1.4665982254161473e-4
Writing,2,Los Angeles Times,1.4665982254161473e-4
"Yaroslavsky, Zev",2,Los Angeles Times,1.4665982254161473e-4
Year in review,2,Los Angeles Times,1.4665982254161473e-4
"Yiannopoulos, Milo",2,Los Angeles Times,1.4665982254161473e-4
Yuba City California,2,Los Angeles Times,1.4665982254161473e-4
20th century,1,Los Angeles Times,7.332991127080736e-5
Abandonments,1,Los Angeles Times,7.332991127080736e-5
"Abdulmutallab, Umar Farouk",1,Los Angeles Times,7.332991127080736e-5
"Abed, Sam",1,Los Angeles Times,7.332991127080736e-5
Absentee voting,1,Los Angeles Times,7.332991127080736e-5
Academic achievement gaps,1,Los Angeles Times,7.332991127080736e-5
Academic failure,1,Los Angeles Times,7.332991127080736e-5
Accountability,1,Los Angeles Times,7.332991127080736e-5
