subjects_year,Freq,year,prop
"Bennet, Michael",2,2014,3.1959092361776926e-4
Berlin Germany,2,2014,3.1959092361776926e-4
Birth weight,2,2014,3.1959092361776926e-4
Black history,2,2014,3.1959092361776926e-4
Boston Massachusetts,2,2014,3.1959092361776926e-4
"Brewer, Jan",2,2014,3.1959092361776926e-4
"Brownback, Sam",2,2014,3.1959092361776926e-4
"Bush, George H W",2,2014,3.1959092361776926e-4
"Bush, George Prescott",2,2014,3.1959092361776926e-4
Butterflies & moths,2,2014,3.1959092361776926e-4
Cardiovascular disease,2,2014,3.1959092361776926e-4
Censuses,2,2014,3.1959092361776926e-4
Central Valley,2,2014,3.1959092361776926e-4
Chinatown-New York City NY,2,2014,3.1959092361776926e-4
Chinese culture,2,2014,3.1959092361776926e-4
Cincinnati Ohio,2,2014,3.1959092361776926e-4
Civil rights,2,2014,3.1959092361776926e-4
Civil Rights Act 1964-US,2,2014,3.1959092361776926e-4
Clinics,2,2014,3.1959092361776926e-4
College professors,2,2014,3.1959092361776926e-4
College students,2,2014,3.1959092361776926e-4
Communism,2,2014,3.1959092361776926e-4
Community banks,2,2014,3.1959092361776926e-4
Community Reinvestment Act 1977-US,2,2014,3.1959092361776926e-4
Community support,2,2014,3.1959092361776926e-4
Competition,2,2014,3.1959092361776926e-4
Congressional elections -- Alaska,2,2014,3.1959092361776926e-4
Congressional elections -- Virginia,2,2014,3.1959092361776926e-4
Congressional investigations,2,2014,3.1959092361776926e-4
Constitutional law,2,2014,3.1959092361776926e-4
Construction,2,2014,3.1959092361776926e-4
Consumer protection,2,2014,3.1959092361776926e-4
Core curriculum,2,2014,3.1959092361776926e-4
"Cornyn, John",2,2014,3.1959092361776926e-4
Cost of living,2,2014,3.1959092361776926e-4
Councils,2,2014,3.1959092361776926e-4
County executives,2,2014,3.1959092361776926e-4
Court decisions,2,2014,3.1959092361776926e-4
"Cox, Bryan",2,2014,3.1959092361776926e-4
Criminal justice,2,2014,3.1959092361776926e-4
Crops,2,2014,3.1959092361776926e-4
Cultural identity,2,2014,3.1959092361776926e-4
Curfews,2,2014,3.1959092361776926e-4
Data bases,2,2014,3.1959092361776926e-4
"Davis, Wendy",2,2014,3.1959092361776926e-4
Demolition,2,2014,3.1959092361776926e-4
Denmark,2,2014,3.1959092361776926e-4
Desegregation,2,2014,3.1959092361776926e-4
"Dewhurst, David",2,2014,3.1959092361776926e-4
Domestic violence,2,2014,3.1959092361776926e-4
Donations,2,2014,3.1959092361776926e-4
E-books,2,2014,3.1959092361776926e-4
Earnings,2,2014,3.1959092361776926e-4
Earthquakes,2,2014,3.1959092361776926e-4
Economic recovery,2,2014,3.1959092361776926e-4
Economic reform,2,2014,3.1959092361776926e-4
Economic structure,2,2014,3.1959092361776926e-4
Emotional abuse,2,2014,3.1959092361776926e-4
English language,2,2014,3.1959092361776926e-4
Entrepreneurs,2,2014,3.1959092361776926e-4
Environmental protection,2,2014,3.1959092361776926e-4
Ethnicity,2,2014,3.1959092361776926e-4
EU membership,2,2014,3.1959092361776926e-4
Exports,2,2014,3.1959092361776926e-4
Family planning,2,2014,3.1959092361776926e-4
Farmers,2,2014,3.1959092361776926e-4
Fascism,2,2014,3.1959092361776926e-4
Fathers,2,2014,3.1959092361776926e-4
Fish,2,2014,3.1959092361776926e-4
Fishing industry,2,2014,3.1959092361776926e-4
"Foley, James",2,2014,3.1959092361776926e-4
Folk music,2,2014,3.1959092361776926e-4
Food,2,2014,3.1959092361776926e-4
Foreign language instruction,2,2014,3.1959092361776926e-4
Foreign students,2,2014,3.1959092361776926e-4
Fraud,2,2014,3.1959092361776926e-4
Free trade,2,2014,3.1959092361776926e-4
Freedom of movement,2,2014,3.1959092361776926e-4
"Garcia, Yolanda",2,2014,3.1959092361776926e-4
"Gardner, Cory",2,2014,3.1959092361776926e-4
"Garner, Eric",2,2014,3.1959092361776926e-4
Gay rights movement,2,2014,3.1959092361776926e-4
Geopolitics,2,2014,3.1959092361776926e-4
German language,2,2014,3.1959092361776926e-4
Global economy,2,2014,3.1959092361776926e-4
Global warming,2,2014,3.1959092361776926e-4
Gold,2,2014,3.1959092361776926e-4
"Gonzales, Alberto R",2,2014,3.1959092361776926e-4
Google Glass,2,2014,3.1959092361776926e-4
Government documents,2,2014,3.1959092361776926e-4
Greece,2,2014,3.1959092361776926e-4
Growth models,2,2014,3.1959092361776926e-4
Growth rate,2,2014,3.1959092361776926e-4
"Haggard, Merle",2,2014,3.1959092361776926e-4
Hate crimes,2,2014,3.1959092361776926e-4
Health insurance,2,2014,3.1959092361776926e-4
Hebrew language,2,2014,3.1959092361776926e-4
Hinduism,2,2014,3.1959092361776926e-4
Hit & run accidents,2,2014,3.1959092361776926e-4
"Hollande, Francois",2,2014,3.1959092361776926e-4
Hostages,2,2014,3.1959092361776926e-4
Human trafficking,2,2014,3.1959092361776926e-4
Humanitarian aid,2,2014,3.1959092361776926e-4
"Hussein, Saddam",2,2014,3.1959092361776926e-4
Ideology,2,2014,3.1959092361776926e-4
Illinois,2,2014,3.1959092361776926e-4
Induced labor,2,2014,3.1959092361776926e-4
Infrastructure,2,2014,3.1959092361776926e-4
Injuries,2,2014,3.1959092361776926e-4
Interpreters,2,2014,3.1959092361776926e-4
Inwood-New York City NY,2,2014,3.1959092361776926e-4
Iowa,2,2014,3.1959092361776926e-4
Irvine California,2,2014,3.1959092361776926e-4
Islamic life & ethics,2,2014,3.1959092361776926e-4
Islands,2,2014,3.1959092361776926e-4
Italy,2,2014,3.1959092361776926e-4
Jewish life & ethics,2,2014,3.1959092361776926e-4
"Johnson, Jeh C",2,2014,3.1959092361776926e-4
"Johnson, Lyndon Baines (1908-73)",2,2014,3.1959092361776926e-4
Kansas,2,2014,3.1959092361776926e-4
"Kashkari, Neel",2,2014,3.1959092361776926e-4
Kashmir,2,2014,3.1959092361776926e-4
Kentucky,2,2014,3.1959092361776926e-4
Kenya,2,2014,3.1959092361776926e-4
"Kuroda, Haruhiko",2,2014,3.1959092361776926e-4
Labor law,2,2014,3.1959092361776926e-4
Labor relations,2,2014,3.1959092361776926e-4
Labor shortages,2,2014,3.1959092361776926e-4
Labor standards,2,2014,3.1959092361776926e-4
Labor unions,2,2014,3.1959092361776926e-4
"Landrieu, Mary",2,2014,3.1959092361776926e-4
Language,2,2014,3.1959092361776926e-4
Las Vegas Nevada,2,2014,3.1959092361776926e-4
Latin music,2,2014,3.1959092361776926e-4
"Le Pen, Marine",2,2014,3.1959092361776926e-4
Lebanon,2,2014,3.1959092361776926e-4
Legislatures,2,2014,3.1959092361776926e-4
Libraries,2,2014,3.1959092361776926e-4
Light rail transportation,2,2014,3.1959092361776926e-4
Living conditions,2,2014,3.1959092361776926e-4
Local elections -- San Diego California,2,2014,3.1959092361776926e-4
"Love, Mia",2,2014,3.1959092361776926e-4
Manhattan New York,2,2014,3.1959092361776926e-4
Massachusetts,2,2014,3.1959092361776926e-4
Maternal & child health,2,2014,3.1959092361776926e-4
Medicare,2,2014,3.1959092361776926e-4
Meetings,2,2014,3.1959092361776926e-4
Mens health,2,2014,3.1959092361776926e-4
Middle class,2,2014,3.1959092361776926e-4
Militia groups,2,2014,3.1959092361776926e-4
"Miller, Joe",2,2014,3.1959092361776926e-4
Mollusks,2,2014,3.1959092361776926e-4
Morality,2,2014,3.1959092361776926e-4
Mormonism,2,2014,3.1959092361776926e-4
Mortality,2,2014,3.1959092361776926e-4
Mothers,2,2014,3.1959092361776926e-4
Motion picture directors & producers,2,2014,3.1959092361776926e-4
Murrieta California,2,2014,3.1959092361776926e-4
Museum exhibits,2,2014,3.1959092361776926e-4
Music,2,2014,3.1959092361776926e-4
Musical recordings,2,2014,3.1959092361776926e-4
Narcotics,2,2014,3.1959092361776926e-4
National parks,2,2014,3.1959092361776926e-4
Native languages,2,2014,3.1959092361776926e-4
Nauru,2,2014,3.1959092361776926e-4
Nazi era,2,2014,3.1959092361776926e-4
Neighborhood blight,2,2014,3.1959092361776926e-4
New Orleans Louisiana,2,2014,3.1959092361776926e-4
Nigeria,2,2014,3.1959092361776926e-4
North American Free Trade Agreement,2,2014,3.1959092361776926e-4
North Carolina,2,2014,3.1959092361776926e-4
North Korea,2,2014,3.1959092361776926e-4
Northern California,2,2014,3.1959092361776926e-4
Nutrition research,2,2014,3.1959092361776926e-4
Official misconduct,2,2014,3.1959092361776926e-4
Operating companies,2,2014,3.1959092361776926e-4
Oregon,2,2014,3.1959092361776926e-4
"Orr, Kevyn",2,2014,3.1959092361776926e-4
"Owens, Buck",2,2014,3.1959092361776926e-4
Papal visits,2,2014,3.1959092361776926e-4
"Patrick, Deval",2,2014,3.1959092361776926e-4
"Pena Nieto, Enrique",2,2014,3.1959092361776926e-4
Police,2,2014,3.1959092361776926e-4
Police brutality,2,2014,3.1959092361776926e-4
Police corruption,2,2014,3.1959092361776926e-4
Policy making,2,2014,3.1959092361776926e-4
Political alliances,2,2014,3.1959092361776926e-4
Political appointments,2,2014,3.1959092361776926e-4
Political behavior,2,2014,3.1959092361776926e-4
Political dissent,2,2014,3.1959092361776926e-4
Political finance,2,2014,3.1959092361776926e-4
Portugal,2,2014,3.1959092361776926e-4
Post traumatic stress disorder,2,2014,3.1959092361776926e-4
Preschool education,2,2014,3.1959092361776926e-4
Prices,2,2014,3.1959092361776926e-4
Prison overcrowding,2,2014,3.1959092361776926e-4
Property values,2,2014,3.1959092361776926e-4
Public housing,2,2014,3.1959092361776926e-4
Public officials,2,2014,3.1959092361776926e-4
Public opinion surveys,2,2014,3.1959092361776926e-4
Quotas,2,2014,3.1959092361776926e-4
Radio stations,2,2014,3.1959092361776926e-4
Raids,2,2014,3.1959092361776926e-4
Railroad transportation,2,2014,3.1959092361776926e-4
Refugee camps,2,2014,3.1959092361776926e-4
Regulation of financial institutions,2,2014,3.1959092361776926e-4
Relocation,2,2014,3.1959092361776926e-4
Remittances,2,2014,3.1959092361776926e-4
Reparations,2,2014,3.1959092361776926e-4
"Riis, Jacob A",2,2014,3.1959092361776926e-4
Riots,2,2014,3.1959092361776926e-4
Rural areas,2,2014,3.1959092361776926e-4
San Gabriel Valley,2,2014,3.1959092361776926e-4
Scandals,2,2014,3.1959092361776926e-4
Scholarships & fellowships,2,2014,3.1959092361776926e-4
School busing,2,2014,3.1959092361776926e-4
Schools,2,2014,3.1959092361776926e-4
"Schumer, Charles E",2,2014,3.1959092361776926e-4
Separatism,2,2014,3.1959092361776926e-4
Shelters,2,2014,3.1959092361776926e-4
"Silver, Sheldon",2,2014,3.1959092361776926e-4
Singapore,2,2014,3.1959092361776926e-4
Site planning,2,2014,3.1959092361776926e-4
"Smith, Dana Shell",2,2014,3.1959092361776926e-4
"Snyder, Todd",2,2014,3.1959092361776926e-4
Social conditions & trends,2,2014,3.1959092361776926e-4
Social integration,2,2014,3.1959092361776926e-4
Social research,2,2014,3.1959092361776926e-4
Social services,2,2014,3.1959092361776926e-4
Sons,2,2014,3.1959092361776926e-4
South Korea,2,2014,3.1959092361776926e-4
Spices,2,2014,3.1959092361776926e-4
Sport fishing,2,2014,3.1959092361776926e-4
Startups,2,2014,3.1959092361776926e-4
State elections -- Arizona,2,2014,3.1959092361776926e-4
State elections -- New York,2,2014,3.1959092361776926e-4
State elections -- Texas,2,2014,3.1959092361776926e-4
State laws,2,2014,3.1959092361776926e-4
State of the Union Address,2,2014,3.1959092361776926e-4
"Stephenson, Randall",2,2014,3.1959092361776926e-4
"Stowe, Harriet Beecher (1811-96)",2,2014,3.1959092361776926e-4
Students,2,2014,3.1959092361776926e-4
Subsidies,2,2014,3.1959092361776926e-4
Suburban areas,2,2014,3.1959092361776926e-4
Suicides & suicide attempts,2,2014,3.1959092361776926e-4
"Sullivan, Dan",2,2014,3.1959092361776926e-4
"Summers, Lawrence",2,2014,3.1959092361776926e-4
Sweden,2,2014,3.1959092361776926e-4
Synagogues,2,2014,3.1959092361776926e-4
Talk shows,2,2014,3.1959092361776926e-4
Taxation,2,2014,3.1959092361776926e-4
Textbooks,2,2014,3.1959092361776926e-4
Theater,2,2014,3.1959092361776926e-4
Theft,2,2014,3.1959092361776926e-4
Thein Sein,2,2014,3.1959092361776926e-4
Trade agreements,2,2014,3.1959092361776926e-4
Traditions,2,2014,3.1959092361776926e-4
Transplants & implants,2,2014,3.1959092361776926e-4
"Treadwell, Mead",2,2014,3.1959092361776926e-4
Tropical diseases,2,2014,3.1959092361776926e-4
Tulsa Oklahoma,2,2014,3.1959092361776926e-4
Turkey,2,2014,3.1959092361776926e-4
Union leadership,2,2014,3.1959092361776926e-4
Upward mobility,2,2014,3.1959092361776926e-4
Urban areas,2,2014,3.1959092361776926e-4
Urban planning,2,2014,3.1959092361776926e-4
Utah,2,2014,3.1959092361776926e-4
Voter registration,2,2014,3.1959092361776926e-4
Voting rights,2,2014,3.1959092361776926e-4
"Walrond, Michael A Jr",2,2014,3.1959092361776926e-4
"Warren, Earl",2,2014,3.1959092361776926e-4
Water rights,2,2014,3.1959092361776926e-4
West Bank,2,2014,3.1959092361776926e-4
Wildfowl,2,2014,3.1959092361776926e-4
Wildlife conservation,2,2014,3.1959092361776926e-4
"Yanukovich, Viktor",2,2014,3.1959092361776926e-4
Year in review,2,2014,3.1959092361776926e-4
Youth organizations,2,2014,3.1959092361776926e-4
"Abdulmutallab, Umar Farouk",1,2014,1.5979546180888463e-4
Abortion,1,2014,1.5979546180888463e-4
Academic degrees,1,2014,1.5979546180888463e-4
Academic standards,1,2014,1.5979546180888463e-4
Access to education,1,2014,1.5979546180888463e-4
Accreditation,1,2014,1.5979546180888463e-4
Acculturation,1,2014,1.5979546180888463e-4
Achievement tests,1,2014,1.5979546180888463e-4
Acquittals & mistrials,1,2014,1.5979546180888463e-4
"Adams, Gerry",1,2014,1.5979546180888463e-4
Admissions policies,1,2014,1.5979546180888463e-4
Affirmative action,1,2014,1.5979546180888463e-4
Affluence,1,2014,1.5979546180888463e-4
Age discrimination,1,2014,1.5979546180888463e-4
"Agran, Larry",1,2014,1.5979546180888463e-4
Agribusiness,1,2014,1.5979546180888463e-4
Agricultural production,1,2014,1.5979546180888463e-4
"Aguilar, Antonio Sr",1,2014,1.5979546180888463e-4
"Ahmed, Shabir",1,2014,1.5979546180888463e-4
Air pollution,1,2014,1.5979546180888463e-4
Aix-en-Provence France,1,2014,1.5979546180888463e-4
"al-Maliki, Nouri",1,2014,1.5979546180888463e-4
Albania,1,2014,1.5979546180888463e-4
"Alda, Alan",1,2014,1.5979546180888463e-4
Alhambra California,1,2014,1.5979546180888463e-4
Amazon Kindle,1,2014,1.5979546180888463e-4
American Recovery & Reinvestment Act 2009-US,1,2014,1.5979546180888463e-4
American studies,1,2014,1.5979546180888463e-4
Amniocentesis,1,2014,1.5979546180888463e-4
Amusement parks,1,2014,1.5979546180888463e-4
Anchorage Alaska,1,2014,1.5979546180888463e-4
"Angamarca, Segundo J",1,2014,1.5979546180888463e-4
Animal care,1,2014,1.5979546180888463e-4
Animal euthanasia,1,2014,1.5979546180888463e-4
Animal populations,1,2014,1.5979546180888463e-4
Animal shelters,1,2014,1.5979546180888463e-4
Anti-Americanism,1,2014,1.5979546180888463e-4
Antigua,1,2014,1.5979546180888463e-4
"Antonovich, Michael D",1,2014,1.5979546180888463e-4
Apartheid,1,2014,1.5979546180888463e-4
Apartments,1,2014,1.5979546180888463e-4
Appointments & personnel changes,1,2014,1.5979546180888463e-4
Appropriations,1,2014,1.5979546180888463e-4
Aquifers,1,2014,1.5979546180888463e-4
Arab Israeli relations,1,2014,1.5979546180888463e-4
Area planning & development -- Guadalupe Arizona,1,2014,1.5979546180888463e-4
Area planning & development -- Los Angeles California,1,2014,1.5979546180888463e-4
Area planning & development -- Orange County California,1,2014,1.5979546180888463e-4
Area planning & development -- San Francisco California,1,2014,1.5979546180888463e-4
Armor,1,2014,1.5979546180888463e-4
Arms control & disarmament,1,2014,1.5979546180888463e-4
"Arpaio, Joe",1,2014,1.5979546180888463e-4
Asian culture,1,2014,1.5979546180888463e-4
Asians,1,2014,1.5979546180888463e-4
"Assad, Bashar Al",1,2014,1.5979546180888463e-4
Assam India,1,2014,1.5979546180888463e-4
Assassinations & assassination attempts,1,2014,1.5979546180888463e-4
Assessment centers,1,2014,1.5979546180888463e-4
Assets,1,2014,1.5979546180888463e-4
Associations,1,2014,1.5979546180888463e-4
"Astorino, Robert P",1,2014,1.5979546180888463e-4
At risk youth,1,2014,1.5979546180888463e-4
"Atick, Joseph J",1,2014,1.5979546180888463e-4
"Atkins, Toni",1,2014,1.5979546180888463e-4
Atlantic City New Jersey,1,2014,1.5979546180888463e-4
Austin Texas,1,2014,1.5979546180888463e-4
Austria,1,2014,1.5979546180888463e-4
Automobile driving,1,2014,1.5979546180888463e-4
Automobile safety,1,2014,1.5979546180888463e-4
"aw-Mohamed, Ahmed Abdi (Godane)",1,2014,1.5979546180888463e-4
"Ayres, Whit",1,2014,1.5979546180888463e-4
"Bachmann, Michele",1,2014,1.5979546180888463e-4
"Bailey, Brett",1,2014,1.5979546180888463e-4
Bank accounts,1,2014,1.5979546180888463e-4
Bank service charges,1,2014,1.5979546180888463e-4
"Banks, Steven",1,2014,1.5979546180888463e-4
Baoji China,1,2014,1.5979546180888463e-4
Barbers,1,2014,1.5979546180888463e-4
Barnes & Noble Nook,1,2014,1.5979546180888463e-4
"Bartkus, Leonard",1,2014,1.5979546180888463e-4
Baseball,1,2014,1.5979546180888463e-4
Batteries,1,2014,1.5979546180888463e-4
Beaches,1,2014,1.5979546180888463e-4
"Beard, Chris",1,2014,1.5979546180888463e-4
Beautification projects,1,2014,1.5979546180888463e-4
"Beck, Roy",1,2014,1.5979546180888463e-4
Bed & breakfast inns,1,2014,1.5979546180888463e-4
"Beebe, Mike",1,2014,1.5979546180888463e-4
Beggars,1,2014,1.5979546180888463e-4
"Begich, Mark",1,2014,1.5979546180888463e-4
Beijing China,1,2014,1.5979546180888463e-4
"Belafonte, Harry",1,2014,1.5979546180888463e-4
"Belaid, Chokri",1,2014,1.5979546180888463e-4
Bell California,1,2014,1.5979546180888463e-4
"Ben Ali, Zine el-Abidine",1,2014,1.5979546180888463e-4
"Benjamin, George",1,2014,1.5979546180888463e-4
"Bergdahl, Bowe R",1,2014,1.5979546180888463e-4
"Bettel, Xavier",1,2014,1.5979546180888463e-4
Beverly Hills California,1,2014,1.5979546180888463e-4
Bias,1,2014,1.5979546180888463e-4
"Biden, Joseph R Jr",1,2014,1.5979546180888463e-4
Bilingualism,1,2014,1.5979546180888463e-4
Biometrics,1,2014,1.5979546180888463e-4
Birds,1,2014,1.5979546180888463e-4
Births,1,2014,1.5979546180888463e-4
"Bishop, Elizabeth",1,2014,1.5979546180888463e-4
Black students,1,2014,1.5979546180888463e-4
"Blair, Tony",1,2014,1.5979546180888463e-4
"Blatter, Joseph (Sepp)",1,2014,1.5979546180888463e-4
Boating industry,1,2014,1.5979546180888463e-4
Boeing 777,1,2014,1.5979546180888463e-4
"Bohm, Gabriela",1,2014,1.5979546180888463e-4
Bolivia,1,2014,1.5979546180888463e-4
Bombings,1,2014,1.5979546180888463e-4
Boquete Panama,1,2014,1.5979546180888463e-4
Bosnia-Hercegovina,1,2014,1.5979546180888463e-4
Boston Harbor,1,2014,1.5979546180888463e-4
Boundaries,1,2014,1.5979546180888463e-4
Boxing,1,2014,1.5979546180888463e-4
Boycotts,1,2014,1.5979546180888463e-4
Boys,1,2014,1.5979546180888463e-4
"Brahmi, Mohamed",1,2014,1.5979546180888463e-4
Bribery,1,2014,1.5979546180888463e-4
Bridges,1,2014,1.5979546180888463e-4
"Brin, Sergey",1,2014,1.5979546180888463e-4
British culture,1,2014,1.5979546180888463e-4
"Brown, Michael",1,2014,1.5979546180888463e-4
"Brown, Scott",1,2014,1.5979546180888463e-4
Brownsville-New York City NY,1,2014,1.5979546180888463e-4
Buffalo New York,1,2014,1.5979546180888463e-4
Building codes,1,2014,1.5979546180888463e-4
"Bundy, Cliven",1,2014,1.5979546180888463e-4
Buses,1,2014,1.5979546180888463e-4
Cabinet,1,2014,1.5979546180888463e-4
"Caesar, Sid",1,2014,1.5979546180888463e-4
Campaign contributions,1,2014,1.5979546180888463e-4
Canals,1,2014,1.5979546180888463e-4
"Cantor, David",1,2014,1.5979546180888463e-4
Cape Cod Massachusetts,1,2014,1.5979546180888463e-4
Careers,1,2014,1.5979546180888463e-4
"Carrillo, Bobby",1,2014,1.5979546180888463e-4
Cartels,1,2014,1.5979546180888463e-4
"Carter, Jimmy",1,2014,1.5979546180888463e-4
Cartoons,1,2014,1.5979546180888463e-4
Casinos,1,2014,1.5979546180888463e-4
"Castro, Julian",1,2014,1.5979546180888463e-4
Catholic churches,1,2014,1.5979546180888463e-4
Cattle,1,2014,1.5979546180888463e-4
Celiac disease,1,2014,1.5979546180888463e-4
Cemeteries,1,2014,1.5979546180888463e-4
Censorship,1,2014,1.5979546180888463e-4
Centuries,1,2014,1.5979546180888463e-4
Certification,1,2014,1.5979546180888463e-4
Ceuta & Melilla Spain,1,2014,1.5979546180888463e-4
Chambers of commerce,1,2014,1.5979546180888463e-4
"Chaplin, Charlie (1889-1977)",1,2014,1.5979546180888463e-4
Charities,1,2014,1.5979546180888463e-4
Charter schools,1,2014,1.5979546180888463e-4
"Chavez, Hugo",1,2014,1.5979546180888463e-4
Checking accounts,1,2014,1.5979546180888463e-4
"Chen, Bobby",1,2014,1.5979546180888463e-4
Child abuse & neglect,1,2014,1.5979546180888463e-4
Childrens art,1,2014,1.5979546180888463e-4
"Chin, Mel",1,2014,1.5979546180888463e-4
Chinese languages,1,2014,1.5979546180888463e-4
"Christie, Christopher J",1,2014,1.5979546180888463e-4
Christmas,1,2014,1.5979546180888463e-4
Citizen participation,1,2014,1.5979546180888463e-4
Citizenship education,1,2014,1.5979546180888463e-4
Civil rights movement,1,2014,1.5979546180888463e-4
Civil war,1,2014,1.5979546180888463e-4
Civil war -- Syria,1,2014,1.5979546180888463e-4
Civilization,1,2014,1.5979546180888463e-4
Class action lawsuits,1,2014,1.5979546180888463e-4
"Clinton, Bill",1,2014,1.5979546180888463e-4
Closely held corporations,1,2014,1.5979546180888463e-4
Clubs,1,2014,1.5979546180888463e-4
Coalition governments,1,2014,1.5979546180888463e-4
"Coburn, Tom",1,2014,1.5979546180888463e-4
Cod,1,2014,1.5979546180888463e-4
Cohabitation,1,2014,1.5979546180888463e-4
Cold War,1,2014,1.5979546180888463e-4
"Cole, Teju",1,2014,1.5979546180888463e-4
Collectors,1,2014,1.5979546180888463e-4
College admissions,1,2014,1.5979546180888463e-4
Colorado River,1,2014,1.5979546180888463e-4
Columbus Ohio,1,2014,1.5979546180888463e-4
Comic books,1,2014,1.5979546180888463e-4
Commercial real estate,1,2014,1.5979546180888463e-4
Committees,1,2014,1.5979546180888463e-4
Community,1,2014,1.5979546180888463e-4
Community action,1,2014,1.5979546180888463e-4
Community colleges,1,2014,1.5979546180888463e-4
Community health care,1,2014,1.5979546180888463e-4
Community policing,1,2014,1.5979546180888463e-4
Community supported agriculture,1,2014,1.5979546180888463e-4
Commuting,1,2014,1.5979546180888463e-4
Compliance,1,2014,1.5979546180888463e-4
Computer security,1,2014,1.5979546180888463e-4
Condiments,1,2014,1.5979546180888463e-4
Condominiums,1,2014,1.5979546180888463e-4
Confiscation,1,2014,1.5979546180888463e-4
Congressional committees,1,2014,1.5979546180888463e-4
Congressional elections -- California,1,2014,1.5979546180888463e-4
Congressional elections -- Georgia,1,2014,1.5979546180888463e-4
Congressional elections -- Utah,1,2014,1.5979546180888463e-4
Conservation,1,2014,1.5979546180888463e-4
Convictions,1,2014,1.5979546180888463e-4
Copyright,1,2014,1.5979546180888463e-4
Corporate growth,1,2014,1.5979546180888463e-4
Corporate presidents,1,2014,1.5979546180888463e-4
Corporate profiles,1,2014,1.5979546180888463e-4
"Corrie, Sid Jr",1,2014,1.5979546180888463e-4
Corruption in government,1,2014,1.5979546180888463e-4
Corruption in government -- San Francisco California,1,2014,1.5979546180888463e-4
Corsica,1,2014,1.5979546180888463e-4
Costa Mesa California,1,2014,1.5979546180888463e-4
Costa Rica,1,2014,1.5979546180888463e-4
Costumes,1,2014,1.5979546180888463e-4
Courts,1,2014,1.5979546180888463e-4
Credit card fraud,1,2014,1.5979546180888463e-4
Credit card industry,1,2014,1.5979546180888463e-4
Cricket,1,2014,1.5979546180888463e-4
Crime,1,2014,1.5979546180888463e-4
Criminal procedure,1,2014,1.5979546180888463e-4
Criminal records,1,2014,1.5979546180888463e-4
Croatia,1,2014,1.5979546180888463e-4
"Cruz, Samuel",1,2014,1.5979546180888463e-4
"Cruz, Ted",1,2014,1.5979546180888463e-4
"Cuellar, Henry",1,2014,1.5979546180888463e-4
Cultural differences,1,2014,1.5979546180888463e-4
Cultural organizations,1,2014,1.5979546180888463e-4
Culture,1,2014,1.5979546180888463e-4
Currency,1,2014,1.5979546180888463e-4
Curricula,1,2014,1.5979546180888463e-4
Curriculum selection,1,2014,1.5979546180888463e-4
Customer services,1,2014,1.5979546180888463e-4
Dallas Texas,1,2014,1.5979546180888463e-4
Dalton Georgia,1,2014,1.5979546180888463e-4
Danbury Connecticut,1,2014,1.5979546180888463e-4
"Danticat, Edwidge",1,2014,1.5979546180888463e-4
Darfur Sudan,1,2014,1.5979546180888463e-4
Day spas,1,2014,1.5979546180888463e-4
"de Leon, Kevin",1,2014,1.5979546180888463e-4
"Deal, Nathan",1,2014,1.5979546180888463e-4
Debt restructuring,1,2014,1.5979546180888463e-4
Decades,1,2014,1.5979546180888463e-4
Deforestation,1,2014,1.5979546180888463e-4
Delaware Bay,1,2014,1.5979546180888463e-4
Democracy,1,2014,1.5979546180888463e-4
Demonstrations & protests -- Jerusalem Israel,1,2014,1.5979546180888463e-4
Demonstrations & protests -- Murrieta California,1,2014,1.5979546180888463e-4
Demonstrations & protests -- Santa Maria California,1,2014,1.5979546180888463e-4
Demonstrations & protests -- United States--US,1,2014,1.5979546180888463e-4
Denver Colorado,1,2014,1.5979546180888463e-4
Des Moines Iowa,1,2014,1.5979546180888463e-4
Design,1,2014,1.5979546180888463e-4
Diabetes,1,2014,1.5979546180888463e-4
Diapers,1,2014,1.5979546180888463e-4
Diaspora,1,2014,1.5979546180888463e-4
Dieudonne (actor),1,2014,1.5979546180888463e-4
Digital currencies,1,2014,1.5979546180888463e-4
"DiNapoli, Thomas P",1,2014,1.5979546180888463e-4
"Dinkins, David",1,2014,1.5979546180888463e-4
Diplomacy,1,2014,1.5979546180888463e-4
Disaster recovery,1,2014,1.5979546180888463e-4
Disease prevention,1,2014,1.5979546180888463e-4
Disease transmission,1,2014,1.5979546180888463e-4
Dogs,1,2014,1.5979546180888463e-4
"Dolan, Timothy",1,2014,1.5979546180888463e-4
"Dombrowski, Bill",1,2014,1.5979546180888463e-4
"Dopp, Darren",1,2014,1.5979546180888463e-4
Drug legalization,1,2014,1.5979546180888463e-4
Drug overdose,1,2014,1.5979546180888463e-4
Drug policy,1,2014,1.5979546180888463e-4
Drug stores,1,2014,1.5979546180888463e-4
Drug trafficking,1,2014,1.5979546180888463e-4
Drug use,1,2014,1.5979546180888463e-4
Drugs,1,2014,1.5979546180888463e-4
Dubai United Arab Emirates,1,2014,1.5979546180888463e-4
"Ducey, Doug",1,2014,1.5979546180888463e-4
"Dudley, William",1,2014,1.5979546180888463e-4
Duluth Minnesota,1,2014,1.5979546180888463e-4
"Duncan, Thomas Eric",1,2014,1.5979546180888463e-4
Earned income,1,2014,1.5979546180888463e-4
East Los Angeles California,1,2014,1.5979546180888463e-4
East River,1,2014,1.5979546180888463e-4
Economic conditions -- California,1,2014,1.5979546180888463e-4
Economic conditions -- Europe,1,2014,1.5979546180888463e-4
Economic conditions -- Houston Texas,1,2014,1.5979546180888463e-4
