Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"In Wales, Consequences of a 'Leave' Vote Sink In","  Many in the British Parliament insist on keeping some kind of access to the so-called single market, the European system of rules and laws that seek to make trading among member states more seamless. ""There will be no single market à la carte,"" Donald Tusk, the European Council president, said this week, while Jean-Claude Juncker, the president of the European Commission, said that access to the single market was contingent on basic principles including the free movement of people.",1801815841,Newspapers," Hakim, Danny
Danny
Danny Hakim
Hakim
Danny Hakim , Hakim, Danny
Danny
Danny Hakim
Hakim
Danny Hakim", NYTIAO," European Union
926110
928120"," Copyright New York Times Company Jul 6, 2016"," 4108610961 , 106266052 , 7818 , NYTIAO , NYT , 034533-20160706", News," Jul 6, 2016",0362-4331, English, English, B.1," New York, N.Y.","Jul 6, 2016",New York Times,2016,https://search.proquest.com/docview/1801815841?accountid=14496,,,, B.1,," Referendums , Political campaigns , Financial aid , Infrastructure , Small business , Trade relations , Wales , United Kingdom--UK , Johnson, Boris",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+Wales%2C+Consequences+of+a+%27Leave%27+Vote+Sink+In%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-07-06&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Hakim%2C+Danny&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Class Anger Fuels Town's Pro-'Brexit' Defiance,"  The Conservative Party, whose leader, Prime Minister David Cameron, also campaigned for Britain to stay in Europe, got kicked in the teeth, too, as did President Obama and legions of other prominent figures in Britain and abroad who urged voters like Mr. Hewlett not to rock the boat.",1801816137,Newspapers," Higgins, Andrew
Andrew
Andrew Higgins
Higgins
Andrew Higgins , Higgins, Andrew
Andrew
Andrew Higgins
Higgins
Andrew Higgins", NYTIAO," European Union
926110
928120 , Labour Party-UK , Independence Party-UK
813940"," Copyright New York Times Company Jul 6, 2016"," 4108611931 , 106266052 , 7818 , NYTIAO , NYT , 104752-20160706", News," Jul 6, 2016",0362-4331, English, English, A.1," New York, N.Y.","Jul 6, 2016",New York Times,2016,https://search.proquest.com/docview/1801816137?accountid=14496,,,, A.1,," Immigration , Referendums , Blue collar workers , Social classes , National identity , United Kingdom--UK , Wigan England",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Class+Anger+Fuels+Town%27s+Pro-%27Brexit%27+Defiance%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-07-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Higgins%2C+Andrew&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
The Trumpen Proletariat; Barack Obama's presidency of moral condescension has produced an electoral backlash.,,1802059869,Newspapers," Henninger, Daniel
Daniel
Daniel Henninger
Henninger
Daniel Henninger , Henninger, Daniel
Daniel
Daniel Henninger
Henninger
Daniel Henninger",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4109365951 , 106251302 , 117310 , WSJO , WSJOWSJO20160706000020160706ec7600ct5", News," Jul 6, 2016",, English, English, n/a," New York, N.Y.","Jul 6, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1802059869?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Trumpen+Proletariat%3B+Barack+Obama%27s+presidency+of+moral+condescension+has+produced+an+electoral+backlash.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-07-06&amp;volume=&amp;issue=&amp;spage=&amp;au=Henninger%2C+Daniel&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
WSJ Politics &amp; Ideas: Why So Many Missed the Nationalist Surge,"  Many in my line of work have been writing for years about wage stagnation, income decline and the disappearance of manufacturing jobs. Manufacturing generated stable employment with decent pay and working conditions that were achieved and defended through powerful labor unions.",1802903297,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4113503381 , 106261002 , 7510 , WSJ , DWJNJ000000020160711ec76002xr", News," Jul 6, 2016",0099-9660, English, English, A.9," New York, N.Y.","Jul 6, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1802903297?accountid=14496,,,, A.9,," Education , Demography , Globalization , United Kingdom--UK , Europe , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=WSJ+Politics+%26amp%3B+Ideas%3A+Why+So+Many+Missed+the+Nationalist+Surge&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-07-06&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
The Trumpen Proletariat,,1802058094,Newspapers," Henninger, Daniel
Daniel
Daniel Henninger
Henninger
Daniel Henninger , Henninger, Daniel
Daniel
Daniel Henninger
Henninger
Daniel Henninger",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4109362191 , 106288752 , 7510 , WSJ , DWJNJ000000020160706ec77003bh", Commentary," Jul 7, 2016",0099-9660, English, English, A.9," New York, N.Y.","Jul 7, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1802058094?accountid=14496,,,, A.9,," Political correctness , Progressivism , Elitism , Rhetoric , Political campaigns , Presidential elections , Social classes , Clinton, Hillary , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Trumpen+Proletariat&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-07-07&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=Henninger%2C+Daniel&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"In Africa, Netanyahu Seeks Friends, and U.N. Votes, for Israel","  Benjamin Netanyahu, the prime minister of Israel, cruised around the capital of Kenya with an entourage of dozens of Israeli executives, hoping to sell Africa everything from Israeli-made plastic wrap, sprinklers and irrigation pipes to software, CCTV cameras and military equipment. Several African countries, including Kenya, receive Israeli military training and equipment; Africa has become one of the biggest growth markets for Israel's arms industry.",1802103421,Newspapers," Gettleman, Jeffrey
Jeffrey
Jeffrey Gettleman
Gettleman
Jeffrey Gettleman , Gettleman, Jeffrey
Jeffrey
Jeffrey Gettleman
Gettleman
Jeffrey Gettleman", NYTIAO," United Nations--UN
928120"," Copyright New York Times Company Jul 7, 2016"," 4109575081 , 106292972 , 7818 , NYTIAO , NYT , 112054-20160707", NEWSPAPER," Jul 7, 2016",0362-4331, English, English, A.8," New York, N.Y.","Jul 7, 2016",New York Times,2016,https://search.proquest.com/docview/1802103421?accountid=14496,,,, A.8,," Diplomatic & consular services , Palestinians , Uganda , Israel , Kenya , Rwanda",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+Africa%2C+Netanyahu+Seeks+Friends%2C+and+U.N.+Votes%2C+for+Israel%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-07-07&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Gettleman%2C+Jeffrey&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Cities Clash With State Governments Over Social and Environmental Policies; Municipal lawmaking laboratories push boundaries on smoking bans, plastic bags and bathrooms--but states push back","  In North Carolina, the House speaker and Senate president hail from rural areas, still a powerful constituency in a state where 55% of the people live in unincorporated areas or towns of less than 10,000 people, according to the Carolina Population Center, a project of the University of North Carolina at Chapel Hill. Since taking control of the state government in 2013, Republicans have adopted a law banning so-called sanctuary city policies, which instruct police to not ask people they detatin about their immigration status.\n",1802223918,Newspapers," Bauerlein, Valerie
Valerie
Valerie Bauerlein
Bauerlein
Valerie Bauerlein; Jon Kamp , Kamp, Jon
Jon
Jon Kamp
Kamp , Bauerlein, Valerie
Valerie
Valerie Bauerlein
Bauerlein
Valerie Bauerlein , Kamp, Jon
Jon
Jon Kamp
Kamp
Jon Kamp",," Supreme Court-Colorado
922110 , Centers for Disease Control & Prevention--CDC
923120 , Robert Wood Johnson Foundation
813211 , National League of Cities
541820 , Republican Party
813940 , National Conference of State Legislatures
926150"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4110089401 , 106286042 , 117310 , WSJO , WSJOWSJO20160707000020160707ec7700796", News," Jul 7, 2016",, English, English, n/a," New York, N.Y.","Jul 7, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1802223918?accountid=14496,,,, n/a,," Public health , Firearm laws & regulations , Cities , Hydraulic fracturing , Legislators , North Carolina",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Cities+Clash+With+State+Governments+Over+Social+and+Environmental+Policies%3B+Municipal+lawmaking+laboratories+push+boundaries+on+smoking+bans%2C+plastic+bags+and+bathrooms--but+states+push+back&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-07-07&amp;volume=&amp;issue=&amp;spage=&amp;au=Bauerlein%2C+Valerie%3BKamp%2C+Jon&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Election 2016 Is Propelled by the American Economy's Failed Promises; U.S. leaders in 2000 anticipated an era of rising prosperity. Much went wrong in ways few foresaw, laying groundwork for Donald Trump and Bernie Sanders","  After 2000, the economy would experience two recessions, a technology-bubble collapse followed by a housing boom, then the largest financial crisis in 75 years and a prolonged period of weak growth. Among policy makers and leading economists themselves, the desultory results of the past decade and a half have prompted soul-searching and a re-evaluation of some central tenets of what drives prosperity.",1802226669,Newspapers," Hilsenrath, Jon
Jon
Jon Hilsenrath
Hilsenrath
Jon Hilsenrath; Bob Davis , Davis, Bob
Bob
Bob Davis
Davis , Hilsenrath, Jon
Jon
Jon Hilsenrath
Hilsenrath
Jon Hilsenrath , Davis, Bob
Bob
Bob Davis
Davis
Bob Davis",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4110089461 , 106286042 , 117310 , WSJO , WSJOWSJO20160707000020160707ec77007bx", News," Jul 7, 2016",, English, English, n/a," New York, N.Y.","Jul 7, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1802226669?accountid=14496,,,, n/a,," Economic models , Recessions , Economic growth , United States--US , Greenspan, Alan",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Election+2016+Is+Propelled+by+the+American+Economy%27s+Failed+Promises%3B+U.S.+leaders+in+2000+anticipated+an+era+of+rising+prosperity.+Much+went+wrong+in+ways+few+foresaw%2C+laying+groundwork+for+Donald+Trump+and+Bernie+Sanders&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-07-07&amp;volume=&amp;issue=&amp;spage=&amp;au=Hilsenrath%2C+Jon%3BDavis%2C+Bob&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Unkept economic Promises Drive Stormy Election --- U.S. leaders in 2000 saw rising prosperity; much went wrong in ways few foresaw,"  After 2000, the economy would experience two recessions, a technology-bubble collapse followed by a housing boom, then the largest financial crisis in 75 years and a prolonged period of weak growth. Among policy makers and leading economists themselves, the desultory results of the past decade and a half have prompted soul-searching and a re-evaluation of some central tenets of what drives prosperity.",1802315262,Newspapers," Hilsenrath, Jon
Jon
Jon Hilsenrath
Hilsenrath
Jon Hilsenrath; Bob Davis , Davis, Bob
Bob
Bob Davis
Davis , Hilsenrath, Jon
Jon
Jon Hilsenrath
Hilsenrath
Jon Hilsenrath , Davis, Bob
Bob
Bob Davis
Davis
Bob Davis",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4110749231 , 106313882 , 7510 , WSJ , DWJNJ000000020160708ec780002t", News," Jul 8, 2016",0099-9660, English, English, A.1," New York, N.Y.","Jul 8, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1802315262?accountid=14496,,,, A.1,," Economic models , Recessions , Economic growth , United States--US , Greenspan, Alan",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Unkept+economic+Promises+Drive+Stormy+Election+---+U.S.+leaders+in+2000+saw+rising+prosperity%3B+much+went+wrong+in+ways+few+foresaw&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-07-08&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Hilsenrath%2C+Jon%3BDavis%2C+Bob&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Biden to Stump for Clinton --- Joint appearance in Scranton, Pa., aimed at bolstering support of blue-collar voters","  Vice President Joe Biden is scheduled to make his campaign-trail debut on behalf of presidential candidate Hillary Clinton at an event Friday in Scranton, Pa., a working-class city that is both an important political crossroads and where both Democrats have roots.",1802315702,Newspapers," Tau, Byron
Byron
Byron Tau
Tau
Byron Tau , Tau, Byron
Byron
Byron Tau
Tau
Byron Tau",," Republican Party
813940 , Democratic Party
813940 , Greater Scranton Chamber of Commerce
813910"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4110750001 , 106313882 , 7510 , WSJ , DWJNJ000000020160708ec78000ji", News," Jul 8, 2016",0099-9660, English, English, A.4," New York, N.Y.","Jul 8, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1802315702?accountid=14496,,,, A.4,," Presidential elections , Immigration policy , Primaries & caucuses , Local elections , Vice Presidents , Biden, Joseph R Jr , Obama, Barack , Romney, W Mitt , Sanders, Bernard",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Biden+to+Stump+for+Clinton+---+Joint+appearance+in+Scranton%2C+Pa.%2C+aimed+at+bolstering+support+of+blue-collar+voters&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-07-08&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Tau%2C+Byron&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Trump Stirs Up Capitol With His Visit --- Cruz warms to candidate, others remain icy after meetings on the Hill","  In the last day of his campaign, Mr. Cruz called Mr. Trump a Mr. Cruz has made no secret of his desire to run for president again and has told people privately he believes 2016 is a repeat of 1976, when Ronald Reagan lost a close GOP nomination battle to Gerald Ford before taking the White House four years later.",1802319234,Newspapers," Peterson, Kristina
Kristina
Kristina Peterson
Peterson
Kristina Peterson; Siobhan Hughes , Hughes, Siobhan
Siobhan
Siobhan Hughes
Hughes , Peterson, Kristina
Kristina
Kristina Peterson
Peterson
Kristina Peterson , Hughes, Siobhan
Siobhan
Siobhan Hughes
Hughes
Siobhan Hughes",," Congress
921120 , Republican Party
813940"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4110750021 , 106313882 , 7510 , WSJ , DWJNJ000000020160708ec78000p1", News," Jul 8, 2016",0099-9660, English, English, A.4," New York, N.Y.","Jul 8, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1802319234?accountid=14496,,,, A.1,," Presidential elections , Primaries & caucuses , Nominations , Candidates , Texas , Ford, Gerald , Kennedy, John Fitzgerald (1917-63) , Reagan, Ronald Wilson , Clinton, Hillary",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump+Stirs+Up+Capitol+With+His+Visit+---+Cruz+warms+to+candidate%2C+others+remain+icy+after+meetings+on+the+Hill&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-07-08&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Peterson%2C+Kristina%3BHughes%2C+Siobhan&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Donald Trump Woos Some GOP Lawmakers, Leaves Others Cold; Likely GOP presidential nominee impresses some lawmakers during Capitol Hill visit, but encounters pushback from skeptics","  WASHINGTON--Presumptive GOP presidential nominee Donald Trump, still working to secure the support of reluctant Republicans in Congress, reached a detente with his most formidable primary rival, Sen. Ted Cruz of Texas, but clashed with his critics during closed-door meetings Thursday.",1802319242,Newspapers," Peterson, Kristina
Kristina
Kristina Peterson
Peterson
Kristina Peterson; Siobhan Hughes , Hughes, Siobhan
Siobhan
Siobhan Hughes
Hughes , Peterson, Kristina
Kristina
Kristina Peterson
Peterson
Kristina Peterson , Hughes, Siobhan
Siobhan
Siobhan Hughes
Hughes
Siobhan Hughes",," Congress
921120 , Republican Party
813940"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4110751981 , 106314332 , 117310 , WSJO , WSJOWSJO20160708000020160707ec77007k9", News," Jul 8, 2016",, English, English, n/a," New York, N.Y.","Jul 8, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1802319242?accountid=14496,,,, n/a,," Presidential elections , Primaries & caucuses , Nominations , Candidates , Texas , Ford, Gerald , Kennedy, John Fitzgerald (1917-63) , Reagan, Ronald Wilson , Clinton, Hillary",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Donald+Trump+Woos+Some+GOP+Lawmakers%2C+Leaves+Others+Cold%3B+Likely+GOP+presidential+nominee+impresses+some+lawmakers+during+Capitol+Hill+visit%2C+but+encounters+pushback+from+skeptics&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-07-08&amp;volume=&amp;issue=&amp;spage=&amp;au=Peterson%2C+Kristina%3BHughes%2C+Siobhan&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Joe Biden to Join Clinton in Scranton, Pa., to Bolster Her Blue-Collar Support; Joint appearance in Pennsylvania city aimed at securing votes among white working class","  Vice President Joe Biden is scheduled to make his campaign-trail debut on behalf of presidential candidate Hillary Clinton at an event Friday in Scranton, Pa., a working-class city that is both an important political crossroads and where both Democrats have roots.",1802320806,Newspapers," Tau, Byron
Byron
Byron Tau
Tau
Byron Tau , Tau, Byron
Byron
Byron Tau
Tau
Byron Tau",," Republican Party
813940 , Democratic Party
813940 , Greater Scranton Chamber of Commerce
813910"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4110751861 , 106314332 , 117310 , WSJO , WSJOWSJO20160708000020160708ec78000b5", News," Jul 8, 2016",, English, English, n/a," New York, N.Y.","Jul 8, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1802320806?accountid=14496,,,, n/a,," Presidential elections , Immigration policy , Primaries & caucuses , Local elections , Vice Presidents , Biden, Joseph R Jr , Obama, Barack , Romney, W Mitt , Sanders, Bernard",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Joe+Biden+to+Join+Clinton+in+Scranton%2C+Pa.%2C+to+Bolster+Her+Blue-Collar+Support%3B+Joint+appearance+in+Pennsylvania+city+aimed+at+securing+votes+among+white+working+class&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-07-08&amp;volume=&amp;issue=&amp;spage=&amp;au=Tau%2C+Byron&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Cities, States Clash on Social Policy","  In North Carolina, the House speaker and Senate president hail from rural areas, still a powerful constituency in a state where 55% of the people live in unincorporated areas or towns of less than 10,000 people, according to the Carolina Population Center, a project of the University of North Carolina at Chapel Hill. Since taking control of the state government in 2013, Republicans have adopted a law banning so-called sanctuary city policies, which instruct police to not ask people they detatin about their immigration status.\n",1802323523,Newspapers," Bauerlein, Valerie
Valerie
Valerie Bauerlein
Bauerlein
Valerie Bauerlein; Jon Kamp , Kamp, Jon
Jon
Jon Kamp
Kamp , Bauerlein, Valerie
Valerie
Valerie Bauerlein
Bauerlein
Valerie Bauerlein , Kamp, Jon
Jon
Jon Kamp
Kamp
Jon Kamp",," Supreme Court-Colorado
922110 , Centers for Disease Control & Prevention--CDC
923120 , Robert Wood Johnson Foundation
813211 , National League of Cities
541820 , Republican Party
813940 , National Conference of State Legislatures
926150"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4110749951 , 106313882 , 7510 , WSJ , DWJNJ000000020160708ec780008d", News," Jul 8, 2016",0099-9660, English, English, A.2," New York, N.Y.","Jul 8, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1802323523?accountid=14496,,,, A.2,," Public health , Firearm laws & regulations , Cities , Hydraulic fracturing , Legislators , North Carolina",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Cities%2C+States+Clash+on+Social+Policy&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-07-08&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Bauerlein%2C+Valerie%3BKamp%2C+Jon&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
How New York City Is Trying to Foster Women-Run Startups; New York men own 1.5 times more businesses than women; a new initiative is working to lessen that gap,"  Currently, 92% of the city's woman-owned businesses are sole proprietorships. Ms. Williams, who endured a homeless stint in New York following a rough childhood in the Midwest, says her mentors provide advice on finance, marketing and sales.",1802502384,Newspapers," Kadet, Anne
Anne
Anne Kadet
Kadet
Anne Kadet , Kadet, Anne
Anne
Anne Kadet
Kadet
Anne Kadet",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4111410251 , 106314332 , 117310 , WSJO , WSJOWSJO20160708000020160708ec78007ep", News," Jul 8, 2016",, English, English, n/a," New York, N.Y.","Jul 8, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1802502384?accountid=14496,,,, n/a,," Entrepreneurs , Women owned businesses , Sole proprietorships , Mexico , New York",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=How+New+York+City+Is+Trying+to+Foster+Women-Run+Startups%3B+New+York+men+own+1.5+times+more+businesses+than+women%3B+a+new+initiative+is+working+to+lessen+that+gap&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-07-08&amp;volume=&amp;issue=&amp;spage=&amp;au=Kadet%2C+Anne&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
