Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
LETTERS; An American story,,1916582522,Newspapers,,," Copyright Los Angeles Times Jul 7, 2017"," 7683 , PQ_7683_Jul72017 , LATMLATM2017070716081 , LATMLATM2017070716081", News," Jul 7, 2017",0458-3035, English, English, A.12," Los Angeles, Calif.","Jul 7, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1916582522?accountid=14496,, A.12," Citizens , Local elections , Independence Day , Korean War , Working class , Voter behavior , Flags , California , Williams, Joan C , Los Angeles California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=LETTERS%3B+An+American+story&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-07-07&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Here to Help; Three Books to Help You Understand the Immigration Debate,,1916586052,Newspapers," Concepcion de Leon
Concepcion de Leon"," Harvard University Press
511120
611310 , Simon & Schuster Inc
511130 , Riverhead Books
511130"," Copyright New York Times Company Jul 7, 2017"," 139904-20170707 , 139904-20170707 , 7818 , PQ_7818_Jul72017", News," Jul 7, 2017",0362-4331, English, English, A.3," New York, N.Y.","Jul 7, 2017",New York Times,2017,https://search.proquest.com/docview/1916586052?accountid=14496,, A.3," Cosmopolitanism , Books , Immigration , Trump, Donald J , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Here+to+Help%3B+Three+Books+to+Help+You+Understand+the+Immigration+Debate%3A+%5BBook+Review+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-07&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Concepcion+de+Leon&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Rule Reversal: How the Feds Can Challenge State Regulation,"Tasked with keeping American markets open and competitive, a large part of the FTC's mission is to enforce the antitrust laws that prevent businesses from hurting consumers with anticompetitive practices. Building on the FTC's excellent work related to occupational licensing -- including friend-of-the-court briefs, staff research and public statements during both Republican and Democratic administrations -- the task force will provide a repository of research accessible to policy makers and the general public. State and...",1916619074,Newspapers," Mitchell, Matthew
Matthew
Matthew Mitchell
Mitchell
Matthew Mitchell; Ryan Nunn , Nunn, Ryan
Ryan
Ryan Nunn
Nunn"," Federal Trade Commission--FTC
926150"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020170707ed7700019 , DWJNJ000000020170707ed7700019 , 7510 , PQ_7510_Jul72017", Commentary," Jul 7, 2017",0099-9660, English, English, A.15," New York, N.Y.","Jul 7, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1916619074?accountid=14496,, A.15," Antitrust , State regulation",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Rule+Reversal%3A+How+the+Feds+Can+Challenge+State+Regulation&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-07-07&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Mitchell%2C+Matthew%3BNunn%2C+Ryan&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Thousands Protest in Hamburg as Trump Meets With Merkel Before G-20,,1916896879,Newspapers,," Group of Twenty
926110 , North Atlantic Treaty Organization--NATO
928120"," Copyright New York Times Company Jul 7, 2017"," 281840-20170707 , 281840-20170707 , 7818 , PQ_7818_Jul72017", News," Jul 7, 2017",0362-4331, English, English,," New York, N.Y.","Jul 7, 2017",New York Times,2017,https://search.proquest.com/docview/1916896879?accountid=14496,, n/a," Political campaigns , Speeches , Presidents , Police , Ghettos , Demonstrations & protests , Economic summit conferences , Jews , Russia , Germany , Merkel, Angela , Poland , Europe",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Thousands+Protest+in+Hamburg+as+Trump+Meets+With+Merkel+Before+G-20%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-07&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"For Asian actors, few leading roles and lower pay",,1916924184,Newspapers," James, Meg
Meg
Meg James
James
Meg James , Ng, David
David
David Ng
Ng
David Ng"," Netflix Inc
512120
518210
532230"," Copyright Los Angeles Times Jul 8, 2017"," 7683 , PQ_7683_Jul82017 , LATMLATM2017070816173 , LATMLATM2017070816173", News," Jul 8, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Jul 8, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1916924184?accountid=14496,, A.1," Social networks , Men , Television programs , Asian Americans , Multiculturalism & pluralism , Wages & salaries , Actors , Minority & ethnic groups , Motion picture directors & producers , Hawaii"," HAWAII FIVE-0 (TELEVISION PROGRAM) , ASIAN AMERICANS , WAGES AND SALARIES , RESIGNATIONS , RACIAL DISCRIMINATION",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=For+Asian+actors%2C+few+leading+roles+and+lower+pay&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-07-08&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=James%2C+Meg%3BNg%2C+David&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"For Embattled President, a Surprising High Point Far From Home",,1917105097,Newspapers," Thrush, Glenn
Glenn
Glenn Thrush
Thrush
Glenn Thrush"," Group of Twenty
926110 , North Atlantic Treaty Organization--NATO
928120"," Copyright New York Times Company Jul 9, 2017"," 291064-20170709 , 291064-20170709 , 7818 , PQ_7818_Jul92017", News," Jul 9, 2017",0362-4331, English, English, A.8," New York, N.Y.","Jul 9, 2017",New York Times,2017,https://search.proquest.com/docview/1917105097?accountid=14496,, A.8," Diplomatic & consular services , Speeches , Political campaigns , Immigration , Economic summit conferences , Presidency , Political leadership , Diplomacy , International relations-US , State visits , Russia , United States--US , Germany , Poland , Europe , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=For+Embattled+President%2C+a+Surprising+High+Point+Far+From+Home%3A+%5BNews+Analysis%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-09&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Thrush%2C+Glenn&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
CALIFORNIA JOURNAL; In the city: when priorities collide; Residents of a West Los Angeles neighborhood fear project will change their quiet oasis.,,1917105408,Newspapers," Abcarian, Robin
Robin
Robin Abcarian
Abcarian
ROBIN ABCARIAN",," Copyright Los Angeles Times Jul 9, 2017"," 7683 , PQ_7683_Jul92017 , LATMLATM2017070916285 , LATMLATM2017070916285", News," Jul 9, 2017",0458-3035, English, English, B.2," Los Angeles, Calif.","Jul 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1917105408?accountid=14496,, B.2," Neighborhoods , Homeowners , Los Angeles California"," LOS ANGELES , NEIGHBORHOODS , APARTMENTS , DEVELOPMENT AND REDEVELOPMENT , ALLEYS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CALIFORNIA+JOURNAL%3B+In+the+city%3A+when+priorities+collide%3B+Residents+of+a+West+Los+Angeles+neighborhood+fear+project+will+change+their+quiet+oasis.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-07-09&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Abcarian%2C+Robin&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
The West and What Comes After,,1917106311,Newspapers," Douthat, Ross
Ross
Ross Douthat
Douthat
Ross Douthat"," European Union
926110
928120"," Copyright New York Times Company Jul 9, 2017"," 183377-20170709 , 183377-20170709 , 7818 , PQ_7818_Jul92017", Commentary," Jul 9, 2017",0362-4331, English, English, SR.11," New York, N.Y.","Jul 9, 2017",New York Times,2017,https://search.proquest.com/docview/1917106311?accountid=14496,, SR.11," Multiculturalism & pluralism , Decolonization , Nationalism , Civilization , Transnationalism , Racism , Politics , International relations , White supremacists , European history , Poland , Europe , Trump, Donald J , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+West+and+What+Comes+After%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-09&amp;volume=&amp;issue=&amp;spage=SR.11&amp;au=Douthat%2C+Ross&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Facing a Void Left by Hate,,1917106393,Newspapers," Audra D.S. Burch
Audra D.S. Burch",," Copyright New York Times Company Jul 9, 2017"," 181188-20170709 , 181188-20170709 , 7818 , PQ_7818_Jul92017", News," Jul 9, 2017",0362-4331, English, English, A.1," New York, N.Y.","Jul 9, 2017",New York Times,2017,https://search.proquest.com/docview/1917106393?accountid=14496,, A.1," Hate crimes , Shootings , Funerals , Asian Americans , Victims of crime , Immigration , Kansas",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Facing+a+Void+Left+by+Hate%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-09&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Audra+D.S.+Burch&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
When Dead Horse Bay Was True to Its Name,,1917106434,Newspapers," Williams, Keith
Keith
Keith Williams
Williams
Keith Williams",," Copyright New York Times Company Jul 9, 2017"," 620220-20170709 , 620220-20170709 , 7818 , PQ_7818_Jul92017", News," Jul 9, 2017",0362-4331, English, English, MB.3," New York, N.Y.","Jul 9, 2017",New York Times,2017,https://search.proquest.com/docview/1917106434?accountid=14496,, MB.3," Horses , Barren Island",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=When+Dead+Horse+Bay+Was+True+to+Its+Name%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-09&amp;volume=&amp;issue=&amp;spage=MB.3&amp;au=Williams%2C+Keith&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Once-desperate Mexican town cures corruption; Cheran threw out the police and political parties -- and it's working,,1917257211,Newspapers," McDonnell, Patrick J
Patrick
Patrick J McDonnell
McDonnell
J
Patrick J. McDonnell",," Copyright Los Angeles Times Jul 10, 2017"," 7683 , PQ_7683_Jul102017 , LATMLATM2017071016357 , LATMLATM2017071016357", News," Jul 10, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Jul 10, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1917257211?accountid=14496,, A.1," Local elections , Extortion , Forests , Assaults , Politics , Firearms , Kidnapping , Towns , Political parties , Mexico , United States--US"," MEXICO , POLICE CORRUPTION , POLITICAL CORRUPTION , CITIES , GOVERNMENT REFORM , POLICE REFORM",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Once-desperate+Mexican+town+cures+corruption%3B+Cheran+threw+out+the+police+and+political+parties+--+and+it%27s+working&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-07-10&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=McDonnell%2C+Patrick+J&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Police Say 80 Died in Grenfell Tower. Locals Count Hundreds Lost.,,1917609144,Newspapers," Nordland, Rod
Rod
Rod Nordland
Nordland
Rod Nordland , Magra, Iliana
Iliana
Iliana Magra
Magra
Iliana Magra",," Copyright New York Times Company Jul 11, 2017"," 225568-20170711 , 225568-20170711 , 7818 , PQ_7818_Jul112017", News," Jul 11, 2017",0362-4331, English, English, A.4," New York, N.Y.","Jul 11, 2017",New York Times,2017,https://search.proquest.com/docview/1917609144?accountid=14496,, A.4," Human remains , Apartment buildings , Fires , High rise buildings , Fatalities , Negligence , Missing persons , United Kingdom--UK , London England",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Police+Say+80+Died+in+Grenfell+Tower.+Locals+Count+Hundreds+Lost.%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-11&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Nordland%2C+Rod%3BMagra%2C+Iliana&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Millionaire With Humble Roots Will Lead Israeli Labor Party,,1917609288,Newspapers," Kershner, Isabel
Isabel
Isabel Kershner
Kershner
Isabel Kershner"," Hebrew University of Jerusalem
611310"," Copyright New York Times Company Jul 11, 2017"," 485535-20170711 , 485535-20170711 , 7818 , PQ_7818_Jul112017", News," Jul 11, 2017",0362-4331, English, English, A.8," New York, N.Y.","Jul 11, 2017",New York Times,2017,https://search.proquest.com/docview/1917609288?accountid=14496,, A.8," Politics , Political leadership , Prime ministers , Elections , Kahlon, Moshe , Meir, Golda , Rabin, Yitzhak , Peres, Shimon , Israel , Herzog, Isaac",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Millionaire+With+Humble+Roots+Will+Lead+Israeli+Labor+Party%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-11&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Kershner%2C+Isabel&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Some Mentally Ill Federal Inmates Receive Little to No Treatment, Audit Finds; Investigators see wide disconnect between policy, practice after Obama administration raised standards in 2014",,1918148271,Newspapers," Reinhard, Beth
Beth
Beth Reinhard
Reinhard
Beth Reinhard",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170712000020170712ed7c00795 , WSJOWSJO20170712000020170712ed7c00795 , 117310 , PQ_117310_Jul122017", News," Jul 12, 2017",, English, English, n/a," New York, N.Y.","Jul 12, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1918148271?accountid=14496,, n/a," Audits , Prisons , Prisoners , Mental health care , Mental disorders , Colorado , Pennsylvania , Christie, Christopher J , United States--US , Maine , New Jersey , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Some+Mentally+Ill+Federal+Inmates+Receive+Little+to+No+Treatment%2C+Audit+Finds%3B+Investigators+see+wide+disconnect+between+policy%2C+practice+after+Obama+administration+raised+standards+in+2014&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-07-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Reinhard%2C+Beth&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"BACK STORY; Refugees in political limbo; Trump's 50,000-person admissions cap is reached. What comes next?",,1918243284,Newspapers," Zavis, Alexandra
Alexandra
Alexandra Zavis
Zavis
Alexandra Zavis"," Department of State
928120 , Department of Homeland Security
922120 , International Rescue Committee
624190
813410"," Copyright Los Angeles Times Jul 13, 2017"," 7683 , PQ_7683_Jul132017 , LATMLATM2017071316549 , LATMLATM2017071316549", News," Jul 13, 2017",0458-3035, English, English, A.2," Los Angeles, Calif.","Jul 13, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1918243284?accountid=14496,, A.2," Terrorism , Refugee camps , National security , Displaced persons , Muslims , Southern California , Obama, Barack"," TRUMP, DONALD J , EXECUTIVE ORDERS , MUSLIMS , COUNTRIES , TRAVEL RESTRICTIONS , VISAS , REFUGEES , INTERNATIONAL RESCUE COMMITTEE",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=BACK+STORY%3B+Refugees+in+political+limbo%3B+Trump%27s+50%2C000-person+admissions+cap+is+reached.+What+comes+next%3F&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-07-13&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Zavis%2C+Alexandra&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"On Meddling, Agreeing To Change the Subject",,1918772195,Newspapers," Haberman, Maggie
Maggie
Maggie Haberman
Haberman
Maggie Haberman , Landler, Mark
Mark
Mark Landler
Landler
Mark Landler",," Copyright New York Times Company Jul 14, 2017"," 607916-20170714 , 607916-20170714 , 7818 , PQ_7818_Jul142017", News," Jul 14, 2017",0362-4331, English, English, A.15," New York, N.Y.","Jul 14, 2017",New York Times,2017,https://search.proquest.com/docview/1918772195?accountid=14496,, A.15," Trade agreements , Political campaigns , Presidents , Immigration , Treason , North Korea , Russia , United States--US , Germany , Maryland , China , Syria , Putin, Vladimir , South Korea",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=On+Meddling%2C+Agreeing+To+Change+the+Subject%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-14&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Haberman%2C+Maggie%3BLandler%2C+Mark&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
THE NATION; Little changed a decade after raid; Native-born workers didn't replace those deported in Nebraska packing plant arrests.,,1918777876,Newspapers," Duara, Nigel
Nigel
Nigel Duara
Duara
Nigel Duara"," JBS Swift & Co
311611 , Williams College
611310"," Copyright Los Angeles Times Jul 14, 2017"," 7683 , PQ_7683_Jul142017 , LATMLATM2017071416630 , LATMLATM2017071416630", News," Jul 14, 2017",0458-3035, English, English, A.6," Los Angeles, Calif.","Jul 14, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1918777876?accountid=14496,, A.6," Immigration policy , Cattle industry , Photographers , Food stamps , Commodity prices , Raids , Employment , Aliens , Chicago Illinois , Greece , Great Plains , Nebraska , Grand Island"," NEBRASKA , PACKING HOUSES , IMMIGRANTS , POLICE RAIDS , AMERICANS , EMPLOYMENT",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+Little+changed+a+decade+after+raid%3B+Native-born+workers+didn%27t+replace+those+deported+in+Nebraska+packing+plant+arrests.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-07-14&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Duara%2C+Nigel&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"Why Anyone Can Be Chinese; A scholar who's lived in China for more than two decades argues that Chinese identity should be cultural, not racial",,1918878502,Newspapers," Bell, Daniel A
Daniel
Daniel A Bell
Bell
A
Daniel A. Bell",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170714000020170714ed7e003ml , WSJOWSJO20170714000020170714ed7e003ml , 117310 , PQ_117310_Jul142017", News," Jul 14, 2017",, English, English, n/a," New York, N.Y.","Jul 14, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1918878502?accountid=14496,, n/a," International relations , Citizenship , Chinese history , Asian history , Culture , Race , Chinese culture , China , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Why+Anyone+Can+Be+Chinese%3B+A+scholar+who%27s+lived+in+China+for+more+than+two+decades+argues+that+Chinese+identity+should+be+cultural%2C+not+racial&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-07-14&amp;volume=&amp;issue=&amp;spage=&amp;au=Bell%2C+Daniel+A&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"After 4 Lives Are Lost, 2 Cousins Are Charged in Pennsylvania Killings",,1919038530,Newspapers," Trip Gabriel
Trip Gabriel , Perez-Pena, Richard
Richard
Richard Perez-Pena
Perez-Pena
Richard Perez-Pena , Haag, Matthew
Matthew
Matthew Haag
Haag
Matthew Haag",," Copyright New York Times Company Jul 15, 2017"," 652857-20170715 , 652857-20170715 , 7818 , PQ_7818_Jul152017", News," Jul 15, 2017",0362-4331, English, English, A.15," New York, N.Y.","Jul 15, 2017",New York Times,2017,https://search.proquest.com/docview/1919038530?accountid=14496,, A.15," Receiving stolen property , Colleges & universities , Arrests , Criminal investigations , Firearms , Burglary , Marijuana , Pennsylvania",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=After+4+Lives+Are+Lost%2C+2+Cousins+Are+Charged+in+Pennsylvania+Killings%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-15&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Trip+Gabriel%3BPerez-Pena%2C+Richard%3BHaag%2C+Matthew&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Views From Right and Left on Trump's Son, F.B.I.'s Future, Health Care and More",,1919038943,Newspapers," Dubenko, Anna
Anna
Anna Dubenko
Dubenko
Anna Dubenko"," Federal Bureau of Investigation--FBI
922120 , Richmond Times-Dispatch-Virginia
511110"," Copyright New York Times Company Jul 15, 2017"," 623890-20170715 , 623890-20170715 , 7818 , PQ_7818_Jul152017", News," Jul 15, 2017",0362-4331, English, English,," New York, N.Y.","Jul 15, 2017",New York Times,2017,https://search.proquest.com/docview/1919038943?accountid=14496,, n/a," Nominations , Health care policy , Politics , Abortion , Democracy , Climate change , Immigration , Elections , Comey, James B , Last, Jonathan V , United States--US , McConnell, Mitch , Wray, Christopher A , Clinton, Hillary",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Views+From+Right+and+Left+on+Trump%27s+Son%2C+F.B.I.%27s+Future%2C+Health+Care+and+More%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-07-15&amp;volume=&amp;issue=&amp;spage=&amp;au=Dubenko%2C+Anna&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
